주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"18,481","18,622","21,990","22,732","35,724","40,682","44,066","46,861"
영업이익,"3,937","3,567","2,922","1,359","2,644","3,421","4,105","4,666"
영업이익(발표기준),"3,937","3,567","2,922","1,359","2,644",,,
세전계속사업이익,"4,456","3,983","3,386","1,469","3,169","3,789","4,491","5,079"
당기순이익,"3,022","2,874","2,430","1,051","2,334","2,790","3,321","3,773"
  당기순이익(지배),"2,537","2,390","1,941",703,"1,894","2,302","2,770","3,132"
  당기순이익(비지배),485,485,489,347,440,,,
자산총계,"67,773","69,886","76,231","87,070","89,692","94,013","97,186","100,065"
부채총계,"21,596","21,595","26,438","36,747","37,436","39,574","39,765","39,131"
자본총계,"46,177","48,291","49,793","50,323","52,256","54,438","57,421","60,935"
  자본총계(지배),"39,554","41,325","42,420","42,666","44,209","46,234","48,820","51,930"
  자본총계(비지배),"6,623",,"7,373","7,657","8,047",,,
자본금,"1,170","1,170","1,170","1,170","1,170","1,170","1,170","1,170"
영업활동현금흐름,"4,372","4,353","3,775","2,594","5,002","4,504","5,962","6,068"
투자활동현금흐름,"-1,457","-1,341","-5,020","-10,847",421,"-3,956","-3,922","-3,594"
재무활동현금흐름,"-2,751","-1,465",-629,"8,063","-5,303",118,-965,-844
CAPEX,"3,144","2,213","2,735","5,148","2,632","2,953","2,773","2,880"
FCF,"1,228","2,140","1,040","-2,554","2,369","1,850","2,877","3,170"
이자발생부채,"6,197","4,991","9,326","19,689","18,010",,,
영업이익률,21.30,19.15,13.29,5.98,7.40,8.41,9.32,9.96
순이익률,16.35,15.43,11.05,4.62,6.53,6.86,7.54,8.05
ROE(%),6.63,5.91,4.64,1.65,4.36,5.09,5.83,6.22
ROA(%),4.52,4.18,3.33,1.29,2.64,3.04,3.47,3.82
부채비율,46.77,44.72,53.10,73.02,71.64,72.69,69.25,64.22
자본유보율,"3,332.35","3,515.01","3,641.09","3,680.72","3,829.64",,,
EPS(원),"10,841","10,211","8,296","3,005","8,092","9,837","11,836","13,384"
PER(배),9.64,8.85,10.02,23.76,9.28,7.98,6.63,5.87
BPS(원),"175,349","183,201","190,027","193,151","202,283","211,549","223,379","237,609"
PBR(배),0.60,0.49,0.44,0.37,0.37,0.37,0.35,0.33
현금DPS(원),800,900,"1,000","1,000","1,100","1,106","1,153","1,225"
현금배당수익률,0.77,1.00,1.20,1.40,1.46,1.41,1.47,1.56
현금배당성향(%),7.11,8.50,11.50,31.41,12.69,11.24,9.74,9.15
발행주식수(보통주),"23,402,441","23,402,441","23,402,441","23,402,441","23,402,441",,,
