주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,264","2,360","2,363","2,310","2,724"
영업이익,139,99,107,121,135
영업이익(발표기준),139,99,107,121,135
세전계속사업이익,136,97,117,114,159
당기순이익,110,80,88,90,125
  당기순이익(지배),111,79,87,89,123
  당기순이익(비지배),0,1,0,0,2
자산총계,"2,283","2,250","2,404","2,529","3,026"
부채총계,874,776,851,900,"1,246"
자본총계,"1,409","1,475","1,553","1,630","1,780"
  자본총계(지배),"1,395","1,460","1,538","1,614","1,759"
  자본총계(비지배),13,,15,16,22
자본금,80,80,80,80,80
영업활동현금흐름,64,46,138,174,53
투자활동현금흐름,-280,-30,-113,-167,-27
재무활동현금흐름,183,-36,49,-5,36
CAPEX,316,112,85,88,82
FCF,-251,-66,53,85,-29
이자발생부채,533,506,579,604,774
영업이익률,6.14,4.20,4.51,5.23,4.94
순이익률,4.87,3.40,3.72,3.89,4.60
ROE(%),8.15,5.54,5.83,5.67,7.29
ROA(%),5.20,3.54,3.77,3.64,4.51
부채비율,62.04,52.59,54.77,55.22,69.98
자본유보율,"1,640.60","1,727.00","1,820.15","1,919.72","2,063.34"
EPS(원),692,494,546,558,768
PER(배),7.47,8.07,8.40,11.20,7.46
BPS(원),"8,721","9,127","9,613","10,087","10,991"
PBR(배),0.59,0.44,0.48,0.62,0.52
현금DPS(원),50,50,50,50,50
현금배당수익률,0.97,1.25,1.09,0.80,0.87
현금배당성향(%),7.22,10.12,9.15,8.96,6.51
발행주식수(보통주),"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000"
