주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,083","5,617","4,995","6,755","6,740"
영업이익,618,835,746,"1,057",824
영업이익(발표기준),818,948,819,"1,575",884
세전계속사업이익,676,"1,113",706,"2,283",875
당기순이익,517,902,711,"1,551",586
  당기순이익(지배),280,627,425,"1,131",218
  당기순이익(비지배),236,276,286,420,368
자산총계,"7,469","8,817","10,919","12,185","12,097"
부채총계,"3,546","3,863","4,913","4,309","3,551"
자본총계,"3,922","4,954","6,006","7,876","8,547"
  자본총계(지배),"2,938","3,814","4,454","5,852","6,230"
  자본총계(비지배),984,"1,140","1,553","2,024","2,317"
자본금,84,90,92,93,93
영업활동현금흐름,683,385,841,833,153
투자활동현금흐름,-663,-740,"-1,344",891,"-1,156"
재무활동현금흐름,229,545,831,-766,157
CAPEX,185,161,458,22,495
FCF,498,223,383,811,-342
이자발생부채,"1,910","2,020","2,914","1,977","2,207"
영업이익률,15.13,14.86,14.93,15.65,12.23
순이익률,12.65,16.06,14.23,22.96,8.70
ROE(%),10.26,18.57,10.27,21.96,3.61
ROA(%),7.86,11.08,7.21,13.43,4.83
부채비율,90.42,77.97,81.80,54.71,41.55
자본유보율,"3,437.57","4,191.73","4,790.73","6,240.25","6,627.82"
EPS(원),"1,674","3,448","2,178","5,776","1,108"
PER(배),24.38,8.57,10.36,4.49,17.74
BPS(원),"17,643","19,657","22,952","29,865","31,792"
PBR(배),2.31,1.50,0.98,0.87,0.62
현금DPS(원),185,195,195,205,245
현금배당수익률,0.45,0.66,0.86,0.79,1.25
현금배당성향(%),10.99,6.54,9.65,3.55,22.01
발행주식수(보통주),"16,748,936","17,938,966","17,938,966","18,576,719","18,576,719"
