주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"12,285","11,338","10,217","10,961","20,303","25,377","25,338","24,545"
영업이익,471,46,420,818,"2,018","2,197","2,112","1,966"
영업이익(발표기준),471,46,420,818,"2,018",,,
세전계속사업이익,400,-123,368,709,"2,202","2,279","2,192","2,047"
당기순이익,296,-178,296,531,"1,637","1,708","1,644","1,535"
  당기순이익(지배),308,-171,301,487,"1,416","1,558","1,538","1,408"
  당기순이익(비지배),-12,-7,-5,43,221,,,
자산총계,"7,536","6,571","6,352","9,449","12,324","14,409","16,038","17,437"
부채총계,"2,930","2,222","1,732","3,965","5,122","5,569","5,622","5,548"
자본총계,"4,607","4,349","4,621","5,484","7,202","8,843","10,419","11,886"
  자본총계(지배),"4,602","4,351","4,600","4,946","6,497","7,988","9,461","10,801"
  자본총계(비지배),5,,20,538,705,,,
자본금,246,246,246,246,246,249,249,249
영업활동현금흐름,933,-166,287,"1,981","1,476","1,453","1,569","1,621"
투자활동현금흐름,-440,-138,-324,"-1,668",-811,-63,-390,-393
재무활동현금흐름,-153,-109,-162,-142,124,-112,-68,-74
CAPEX,101,173,205,476,455,417,700,800
FCF,832,-339,82,"1,505","1,021","1,388","1,485","1,402"
이자발생부채,581,545,411,485,611,,,
영업이익률,3.84,0.40,4.11,7.46,9.94,8.66,8.34,8.01
순이익률,2.41,-1.57,2.90,4.84,8.06,6.73,6.49,6.25
ROE(%),6.86,-3.83,6.73,10.21,24.75,21.51,17.63,13.90
ROA(%),4.16,-2.52,4.58,6.72,15.04,12.78,10.80,9.17
부채비율,63.60,51.09,37.47,72.30,71.12,62.97,53.96,46.67
자본유보율,"1,859.12","1,767.59","1,872.42","2,047.31","2,601.27",,,
EPS(원),"1,251",-695,"1,223","1,977","5,744","6,320","6,239","5,714"
PER(배),7.57,N/A,4.93,5.26,2.71,3.22,3.26,3.56
BPS(원),"20,446","19,356","20,463","22,927","30,114","43,023","50,956","58,175"
PBR(배),0.46,0.29,0.29,0.45,0.52,0.47,0.40,0.35
현금DPS(원),300,150,200,300,400,433,467,467
현금배당수익률,3.17,2.68,3.32,2.88,2.57,2.13,2.29,2.29
현금배당성향(%),21.90,-19.69,14.92,13.28,6.10,6.86,7.48,8.17
발행주식수(보통주),"24,646,734","24,646,734","24,646,734","24,646,734","24,646,734",,,
