주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,489","10,921","9,045","9,232","9,282"
영업이익,342,415,512,543,393
영업이익(발표기준),342,415,512,543,393
세전계속사업이익,"1,772",173,35,348,209
당기순이익,"1,753",108,-225,403,112
  당기순이익(지배),"1,696",47,-207,229,44
  당기순이익(비지배),57,61,-18,174,68
자산총계,"13,113","12,865","12,382","10,934","11,157"
부채총계,"8,184","7,928","7,783","6,062","6,264"
자본총계,"4,930","4,937","4,599","4,871","4,894"
  자본총계(지배),"2,875","2,895","2,640","2,821","2,834"
  자본총계(비지배),"2,055",,"1,959","2,050","2,060"
자본금,77,77,77,77,77
영업활동현금흐름,432,811,987,761,968
투자활동현금흐름,-399,-635,-514,653,-361
재무활동현금흐름,-177,-19,-588,"-1,341",-510
CAPEX,378,638,493,402,662
FCF,53,173,494,359,306
이자발생부채,"4,403","4,592","4,429","3,358","3,094"
영업이익률,3.60,3.80,5.66,5.88,4.23
순이익률,18.48,0.99,-2.49,4.37,1.21
ROE(%),58.11,1.63,-7.49,8.40,1.56
ROA(%),14.09,0.83,-1.78,3.46,1.01
부채비율,166.00,160.59,169.22,124.45,128.00
자본유보율,"8,028.64","4,525.92","4,196.68","4,453.40","4,494.29"
EPS(원),"13,844",304,"-1,342","1,485",285
PER(배),1.09,37.13,N/A,5.93,30.08
BPS(원),"18,982","19,117","17,431","18,867","18,951"
PBR(배),0.80,0.59,0.60,0.47,0.45
현금DPS(원),100,100,100,100,100
현금배당수익률,0.66,0.88,0.96,1.14,1.17
현금배당성향(%),0.89,32.27,-7.32,6.53,34.00
발행주식수(보통주),"14,847,347","14,847,347","14,847,347","14,847,347","14,847,347"
