주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"11,519","11,119","14,259","12,988","13,655"
영업이익,948,577,"1,136",824,171
영업이익(발표기준),948,577,"1,136",824,171
세전계속사업이익,717,345,"1,000",616,128
당기순이익,485,259,809,499,-42
  당기순이익(지배),365,203,590,373,-21
  당기순이익(비지배),120,56,219,126,-21
자산총계,"8,757","9,913","12,707","14,335","16,371"
부채총계,"5,634","6,371","8,173","8,062","10,024"
자본총계,"3,123","3,541","4,534","6,272","6,347"
  자본총계(지배),"2,423","2,694","3,304","3,526","3,585"
  자본총계(비지배),701,,"1,231","2,746","2,762"
자본금,277,277,277,277,277
영업활동현금흐름,826,569,923,"1,101",99
투자활동현금흐름,"-1,860",-848,-897,"-1,161","-1,262"
재무활동현금흐름,682,335,278,"1,972",416
CAPEX,"1,645","1,160",806,951,"1,042"
FCF,-819,-591,117,150,-943
이자발생부채,"3,883","4,511","5,185","5,576","7,081"
영업이익률,8.23,5.19,7.96,6.34,1.26
순이익률,4.21,2.33,5.67,3.84,-0.31
ROE(%),15.42,7.94,19.66,10.94,-0.59
ROA(%),5.77,2.78,7.15,3.69,-0.27
부채비율,180.39,179.92,180.25,128.53,157.93
자본유보율,610.91,754.10,953.48,"1,100.34","1,052.36"
EPS(원),659,367,"1,066",675,-38
PER(배),15.55,18.63,11.17,10.56,N/A
BPS(원),"4,407","4,975","6,123","6,622","6,826"
PBR(배),2.33,1.37,1.94,1.08,0.89
현금DPS(원),25,40,45,188,188
현금배당수익률,0.24,0.58,0.38,2.64,3.08
현금배당성향(%),3.77,10.66,4.12,26.81,-471.45
발행주식수(보통주),"55,320,000","55,320,000","55,320,000","55,320,000","55,320,000"
