주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,174","4,343","4,860","5,020","5,430"
영업이익,516,365,243,289,325
영업이익(발표기준),516,365,243,289,325
세전계속사업이익,490,375,284,309,243
당기순이익,349,304,164,118,162
  당기순이익(지배),349,304,164,117,162
  당기순이익(비지배),0,0,0,0,0
자산총계,"7,247","7,394","7,999","7,832","8,297"
부채총계,858,788,"1,159","1,179","1,358"
자본총계,"6,389","6,605","6,840","6,653","6,940"
  자본총계(지배),"6,385","6,604","6,839","6,652","6,938"
  자본총계(비지배),4,,1,2,2
자본금,275,275,275,275,275
영업활동현금흐름,351,510,406,788,187
투자활동현금흐름,-432,-331,20,102,274
재무활동현금흐름,-107,-146,-412,-307,-382
CAPEX,486,310,165,109,68
FCF,-135,200,241,679,119
이자발생부채,355,291,449,390,235
영업이익률,12.35,8.41,5.00,5.76,5.99
순이익률,8.37,7.01,3.37,2.34,2.97
ROE(%),5.33,4.68,2.44,1.74,2.38
ROA(%),4.74,4.16,2.13,1.49,2.00
부채비율,13.42,11.93,16.95,17.71,19.56
자본유보율,"2,497.97","2,512.63","2,549.78","2,508.55","2,486.96"
EPS(원),634,554,302,217,306
PER(배),42.95,37.39,47.33,46.77,37.94
BPS(원),"11,784","12,188","12,620","12,548","13,820"
PBR(배),2.31,1.70,1.13,0.81,0.84
현금DPS(원),130,80,0,0,
현금배당수익률,0.48,0.39,0.00,0.00,
현금배당성향(%),20.19,14.26,0.00,0.00,
발행주식수(보통주),"55,000,000","54,186,600","54,186,600","53,007,638","51,550,414"
