주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"11,908","11,867","16,518","15,334","17,670"
영업이익,"1,126",411,836,"1,571","1,308"
영업이익(발표기준),"1,126",411,836,"1,571","1,308"
세전계속사업이익,864,"1,378",845,"1,531","1,249"
당기순이익,656,"5,204",492,"1,085",916
  당기순이익(지배),571,"5,117",138,491,450
  당기순이익(비지배),85,87,354,594,466
자산총계,"33,363","32,542","33,000","33,201","32,638"
부채총계,"16,969","15,294","15,576","14,967","13,337"
자본총계,"16,394","17,248","17,424","18,234","19,301"
  자본총계(지배),"15,337","10,002","10,010","13,319","13,777"
  자본총계(비지배),"1,057",,"7,415","4,915","5,524"
자본금,377,314,313,313,313
영업활동현금흐름,704,"1,267","1,252","2,507","1,402"
투자활동현금흐름,"-8,791","2,954","-1,755","-2,362",445
재무활동현금흐름,"7,195","-3,343",-623,"-1,261","-1,960"
CAPEX,585,691,756,701,691
FCF,119,576,496,"1,806",711
이자발생부채,"10,293","8,398","9,557","10,217","8,452"
영업이익률,9.46,3.46,5.06,10.24,7.40
순이익률,5.51,43.86,2.98,7.08,5.18
ROE(%),3.79,40.39,1.38,4.21,3.32
ROA(%),2.39,15.79,1.50,3.28,2.78
부채비율,103.50,88.67,89.39,82.08,69.10
자본유보율,"3,952.12","6,586.75","6,579.56","7,586.26","7,721.07"
EPS(원),"1,416","16,238",431,"1,544","1,459"
PER(배),19.91,0.60,19.10,6.61,9.25
BPS(원),"41,091","31,187","31,212","43,197","44,684"
PBR(배),0.69,0.31,0.26,0.24,0.30
현금DPS(원),336,411,430,477,514
현금배당수익률,1.19,4.21,5.23,4.67,3.81
현금배당성향(%),21.85,2.58,99.83,29.92,35.23
발행주식수(보통주),"40,367,424","32,077,765","32,069,804","30,832,884","30,832,884"
