주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,249","7,887","8,143","8,078","9,982","13,471","13,925","14,620"
영업이익,545,543,593,680,"1,057","2,004","2,066","2,170"
영업이익(발표기준),545,543,593,680,"1,057",,,
세전계속사업이익,442,463,483,512,"1,012","1,950","2,020","2,130"
당기순이익,347,378,350,284,712,"1,442","1,495","1,580"
  당기순이익(지배),354,381,348,275,723,"1,442","1,495","1,580"
  당기순이익(비지배),-7,-3,3,9,-11,,,
자산총계,"8,651","8,725","8,943","8,911","11,156","12,420","13,530","14,800"
부채총계,"4,870","4,613","4,597","4,276","5,724","5,590","5,260","5,000"
자본총계,"3,781","4,112","4,346","4,635","5,433","6,830","8,270","9,800"
  자본총계(지배),"3,809","4,119","4,307","4,587","5,433",,,
  자본총계(비지배),-27,,40,48,,,,
자본금,120,120,120,120,120,120,120,120
영업활동현금흐름,551,582,780,764,-183,"1,310","1,810","1,780"
투자활동현금흐름,-497,-148,-245,-266,-169,-350,-270,-280
재무활동현금흐름,47,-379,-549,-394,615,-450,-450,-450
CAPEX,435,289,303,212,243,310,230,240
FCF,116,293,477,552,-426,980,"1,550","1,510"
이자발생부채,"3,075","2,851","2,638","2,372","3,137",,,
영업이익률,7.51,6.88,7.28,8.42,10.59,14.88,14.84,14.84
순이익률,4.79,4.79,4.30,3.51,7.13,10.70,10.74,10.81
ROE(%),9.60,9.61,8.25,6.17,14.43,,,
ROA(%),4.10,4.35,3.96,3.18,7.10,12.23,11.52,11.15
부채비율,128.79,112.20,105.76,92.27,105.36,81.84,63.60,51.02
자본유보율,"3,114.17","3,373.82","3,517.82","3,798.32","4,440.31",,,
EPS(원),"1,475","1,587","1,448","1,144","3,011","6,008","6,229","6,583"
PER(배),18.31,12.01,10.74,13.94,7.12,4.03,3.88,3.68
BPS(원),"15,869","17,163","17,944","19,113","22,636",,,
PBR(배),1.70,1.11,0.87,0.83,0.95,,,
현금DPS(원),140,160,150,120,200,200,200,200
현금배당수익률,0.52,0.84,0.96,0.75,0.93,0.83,0.83,0.83
현금배당성향(%),9.49,10.08,10.36,10.49,6.64,3.33,3.21,3.04
발행주식수(보통주),"24,000,000","24,000,000","24,000,000","24,000,000","24,000,000",,,
