주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,917","2,013","1,917","2,153","1,707"
영업이익,246,173,62,87,-66
영업이익(발표기준),246,173,62,87,-66
세전계속사업이익,243,176,70,140,-99
당기순이익,180,131,53,94,-75
  당기순이익(지배),180,131,53,94,-75
  당기순이익(비지배),,,,,
자산총계,"2,049","2,216","2,378","2,532","2,370"
부채총계,634,726,887,972,913
자본총계,"1,415","1,490","1,492","1,561","1,457"
  자본총계(지배),"1,415","1,490","1,492","1,561","1,457"
  자본총계(비지배),,,,,
자본금,120,120,120,120,120
영업활동현금흐름,258,-11,237,208,180
투자활동현금흐름,-64,-82,-281,-197,-162
재무활동현금흐름,-168,78,61,44,-92
CAPEX,72,76,206,121,175
FCF,186,-88,30,87,5
이자발생부채,288,426,564,633,566
영업이익률,12.83,8.58,3.23,4.02,-3.88
순이익률,9.37,6.51,2.76,4.37,-4.39
ROE(%),13.26,9.03,3.55,6.16,-4.97
ROA(%),8.79,6.15,2.30,3.83,-3.06
부채비율,44.77,48.73,59.43,62.27,62.65
자본유보율,"1,089.14","1,147.60","1,149.29","1,206.97","1,126.49"
EPS(원),751,549,221,393,-314
PER(배),16.70,18.68,37.36,41.56,N/A
BPS(원),"5,919","6,233","6,239","6,528","6,095"
PBR(배),2.12,1.64,1.32,2.50,1.76
현금DPS(원),250,200,100,100,50
현금배당수익률,1.99,1.95,1.21,0.61,0.47
현금배당성향(%),33.27,36.45,45.23,25.42,-15.95
발행주식수(보통주),"23,906,860","23,906,860","23,906,860","23,906,860","23,906,860"
