주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,576","3,205","2,773","2,645","3,544"
영업이익,189,139,187,192,295
영업이익(발표기준),189,139,187,192,295
세전계속사업이익,181,167,218,211,369
당기순이익,127,125,156,148,282
  당기순이익(지배),123,120,144,133,266
  당기순이익(비지배),4,5,12,15,16
자산총계,"2,170","2,290","2,386","2,472","2,985"
부채총계,453,477,481,500,713
자본총계,"1,717","1,813","1,905","1,972","2,272"
  자본총계(지배),"1,639","1,740","1,818","1,874","2,134"
  자본총계(비지배),78,,87,98,138
자본금,100,100,143,143,143
영업활동현금흐름,-3,-33,448,132,-134
투자활동현금흐름,61,51,-293,109,15
재무활동현금흐름,-1,-27,-116,-92,-22
CAPEX,32,47,52,41,171
FCF,-35,-80,396,91,-306
이자발생부채,57,60,78,49,54
영업이익률,7.32,4.34,6.74,7.24,8.33
순이익률,4.93,3.90,5.63,5.61,7.96
ROE(%),7.69,7.11,8.12,7.20,13.30
ROA(%),6.06,5.60,6.68,6.11,10.34
부채비율,26.38,26.28,25.23,25.37,31.39
자본유보율,"1,543.61","1,644.72","1,207.29","1,280.77","1,450.92"
EPS(원),430,420,505,465,932
PER(배),9.60,7.12,5.71,7.46,4.24
BPS(원),"5,736","6,111","6,684","7,236","8,239"
PBR(배),0.72,0.49,0.43,0.48,0.48
현금DPS(원),70,70,110,90,135
현금배당수익률,1.70,2.34,3.81,2.59,3.42
현금배당성향(%),16.30,16.60,20.73,17.54,13.12
발행주식수(보통주),"28,572,230","28,572,230","28,572,230","28,572,230","28,572,230"
