주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"5,029","5,372","5,113","5,473","6,066","6,940","7,280","7,650"
영업이익,217,216,-190,-13,312,710,750,790
영업이익(발표기준),217,216,-190,-13,312,,,
세전계속사업이익,-13,102,-343,-132,205,640,680,730
당기순이익,-7,81,-253,-153,-14,490,520,560
  당기순이익(지배),-7,81,-253,-152,-10,490,520,560
  당기순이익(비지배),,,0,0,-5,,,
자산총계,"6,309","5,938","5,732","5,491","6,331","6,720","7,220","7,740"
부채총계,"3,601","3,337","3,431","3,416","4,445","4,520","4,570","4,620"
자본총계,"2,708","2,601","2,301","2,075","1,885","2,200","2,650","3,120"
  자본총계(지배),"2,708","2,601","2,301","2,075","2,012","2,330","2,770","3,250"
  자본총계(비지배),,,0,0,-127,,,
자본금,512,528,541,556,572,570,570,570
영업활동현금흐름,334,521,555,631,181,450,400,520
투자활동현금흐름,-99,-139,-220,-794,-229,-300,-350,-670
재무활동현금흐름,-279,-412,-242,-140,272,-70,-80,-80
CAPEX,73,77,92,124,75,90,90,90
FCF,262,444,463,507,107,,,
이자발생부채,"2,340","2,028","1,875","1,822","2,451",,,
영업이익률,4.32,4.02,-3.72,-0.24,5.14,10.23,10.30,10.33
순이익률,-0.15,1.50,-4.94,-2.79,-0.24,7.06,7.14,7.32
ROE(%),-0.27,3.03,-10.31,-6.97,-0.47,22.57,20.39,18.61
ROA(%),-0.12,1.32,-4.33,-2.72,-0.24,7.51,7.46,7.49
부채비율,132.99,128.28,149.12,164.66,235.77,205.45,172.45,148.08
자본유보율,410.94,411.41,344.10,292.90,271.36,,,
EPS(원),-31,337,"-1,071",-648,-41,"2,083","2,210","2,380"
PER(배),N/A,111.03,N/A,N/A,N/A,11.81,11.13,10.34
BPS(원),"11,381","10,992","9,889","8,921","8,652","10,020","11,912","13,976"
PBR(배),3.59,3.41,2.83,3.82,2.64,2.46,2.07,1.76
현금DPS(원),242,292,298,307,316,325,335,370
현금배당수익률,0.59,0.78,1.06,0.90,1.38,1.32,1.36,1.50
현금배당성향(%),-784.01,86.32,-27.51,-46.91,-759.62,14.71,14.29,14.65
발행주식수(보통주),"21,743,383","22,045,635","22,178,081","22,178,081","22,178,081",,,
