주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,591","5,635","5,054","4,930","5,353"
영업이익,477,432,416,451,384
영업이익(발표기준),477,432,416,451,384
세전계속사업이익,"1,576","1,538","1,539","1,483","1,413"
당기순이익,"1,261","1,204","1,405","1,206","1,151"
  당기순이익(지배),"1,223","1,166","1,369","1,170","1,134"
  당기순이익(비지배),37,38,36,36,18
자산총계,"13,877","14,322","14,783","15,258","15,826"
부채총계,"1,430","1,420","1,272","1,285","1,340"
자본총계,"12,447","12,902","13,510","13,973","14,486"
  자본총계(지배),"12,202","12,641","13,370","13,819","14,338"
  자본총계(비지배),245,261,140,153,148
자본금,498,498,498,498,498
영업활동현금흐름,"1,114",954,"1,068",840,848
투자활동현금흐름,-277,-265,-256,-127,-148
재무활동현금흐름,-786,-776,-854,-718,-715
CAPEX,26,21,10,27,18
FCF,"1,089",933,"1,057",813,830
이자발생부채,0,0,10,7,19
영업이익률,8.53,7.67,8.23,9.15,7.17
순이익률,22.55,21.37,27.81,24.46,21.51
ROE(%),10.21,9.39,10.53,8.61,8.05
ROA(%),9.29,8.54,9.66,8.03,7.41
부채비율,11.49,11.01,9.42,9.20,9.25
자본유보율,"2,254.33","2,350.12","2,486.87","2,584.24","2,678.79"
EPS(원),"1,227","1,169","1,373","1,174","1,137"
PER(배),23.71,15.31,12.67,28.92,27.27
BPS(원),"12,329","12,811","13,550","14,005","14,531"
PBR(배),2.36,1.40,1.28,2.42,2.13
현금DPS(원),700,700,700,700,700
현금배당수익률,2.41,3.91,4.02,2.06,2.26
현금배당성향(%),56.63,59.24,50.45,59.02,60.93
발행주식수(보통주),"99,700,000","99,700,000","99,700,000","99,700,000","99,700,000"
