주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,698","3,000","3,246","3,433","3,713"
영업이익,244,167,325,341,410
영업이익(발표기준),244,167,325,341,410
세전계속사업이익,182,81,277,284,389
당기순이익,129,33,196,215,260
  당기순이익(지배),63,-49,100,109,144
  당기순이익(비지배),67,81,96,107,116
자산총계,"4,364","4,323","4,375","4,391","4,943"
부채총계,"2,254","2,224","2,147","1,942","2,225"
자본총계,"2,110","2,099","2,227","2,449","2,718"
  자본총계(지배),"1,919","1,875","1,969","2,072","2,241"
  자본총계(비지배),190,,258,377,476
자본금,487,488,488,488,488
영업활동현금흐름,300,221,362,575,670
투자활동현금흐름,-130,-114,-12,-212,-213
재무활동현금흐름,-58,-115,-217,-310,-431
CAPEX,38,15,22,102,129
FCF,262,206,340,473,541
이자발생부채,"1,544","1,440","1,286","1,030","1,021"
영업이익률,9.06,5.57,10.02,9.93,11.05
순이익률,4.80,1.08,6.04,6.28,6.99
ROE(%),3.28,-2.58,5.20,5.38,6.67
ROA(%),3.02,0.75,4.51,4.92,5.56
부채비율,106.83,105.95,96.40,79.29,81.88
자본유보율,191.71,184.36,203.66,225.71,250.15
EPS(원),321,-251,511,557,736
PER(배),119.94,N/A,44.11,118.12,38.09
BPS(원),"10,314","10,053","10,557","11,109","12,017"
PBR(배),3.74,2.74,2.14,5.92,2.33
현금DPS(원),0,0,120,120,200
현금배당수익률,0.00,0.00,0.53,0.18,0.71
현금배당성향(%),0.00,0.00,22.53,20.67,26.01
발행주식수(보통주),"19,045,984","19,085,664","19,085,664","19,085,664","19,085,664"
