주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,345","4,457","3,636","2,337","2,018"
영업이익,35,9,-28,-85,-123
영업이익(발표기준),35,9,-28,-85,-123
세전계속사업이익,35,17,-34,-84,107
당기순이익,21,12,-38,-89,100
  당기순이익(지배),22,14,-36,-89,100
  당기순이익(비지배),-1,-2,-1,,
자산총계,"1,714","1,554","1,320","1,129","1,329"
부채총계,"1,112",960,779,677,665
자본총계,603,595,542,453,664
  자본총계(지배),597,591,542,453,664
  자본총계(비지배),5,,,,
자본금,300,300,300,300,300
영업활동현금흐름,63,-37,-9,160,-193
투자활동현금흐름,-31,-44,-22,25,-61
재무활동현금흐름,45,23,1,-16,124
CAPEX,50,51,28,14,342
FCF,13,-88,-37,146,-535
이자발생부채,135,135,171,156,136
영업이익률,0.80,0.21,-0.78,-3.64,-6.11
순이익률,0.47,0.26,-1.03,-3.81,4.97
ROE(%),3.67,2.28,-6.42,-17.89,17.95
ROA(%),1.27,0.71,-2.62,-7.26,8.15
부채비율,184.50,161.38,143.71,149.55,100.12
자본유보율,118.43,116.27,100.41,70.98,127.05
EPS(원),36,23,-61,-148,167
PER(배),51.86,60.82,N/A,N/A,15.71
BPS(원),"1,080","1,069",980,818,"1,120"
PBR(배),1.73,1.29,1.15,1.47,2.34
현금DPS(원),30,10,0,0,
현금배당수익률,1.60,0.73,0.00,0.00,
현금배당성향(%),76.69,40.78,0.00,0.00,
발행주식수(보통주),"59,991,641","59,991,641","59,991,641","59,991,641","59,991,641"
