주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,174","1,130","1,180","1,171","1,064"
영업이익,50,-25,28,93,34
영업이익(발표기준),50,-25,28,93,34
세전계속사업이익,52,-22,31,103,38
당기순이익,41,-18,24,79,33
  당기순이익(지배),41,-18,24,79,33
  당기순이익(비지배),,,,,
자산총계,826,775,771,913,940
부채총계,126,130,120,201,187
자본총계,700,645,651,712,752
  자본총계(지배),700,645,651,712,752
  자본총계(비지배),,,,,
자본금,189,189,189,189,189
영업활동현금흐름,79,20,78,67,109
투자활동현금흐름,-106,-19,55,-148,-95
재무활동현금흐름,-27,-37,-21,24,-31
CAPEX,32,25,22,58,95
FCF,48,-5,56,9,14
이자발생부채,5,5,9,64,63
영업이익률,4.22,-2.21,2.35,7.97,3.23
순이익률,3.51,-1.62,2.06,6.76,3.07
ROE(%),5.95,-2.72,3.75,11.62,4.46
ROA(%),5.05,-2.29,3.15,9.40,3.53
부채비율,18.02,20.14,18.39,28.23,24.89
자본유보율,270.82,241.76,244.95,277.20,279.98
EPS(원),113,-50,66,217,89
PER(배),43.90,N/A,54.61,23.28,43.48
BPS(원),"1,915","1,765","1,781","1,948","2,058"
PBR(배),2.59,1.98,2.04,2.59,1.89
현금DPS(원),100,50,50,75,
현금배당수익률,2.02,1.43,1.38,1.49,
현금배당성향(%),88.66,-99.83,75.20,34.63,
발행주식수(보통주),"36,571,255","36,571,255","36,571,255","36,571,255","36,571,255"
