주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,71,76,98,102,105
영업이익,-15,9,-22,-53,-79
영업이익(발표기준),-15,9,-22,-53,-79
세전계속사업이익,-12,15,131,-452,"1,111"
당기순이익,-12,17,131,-451,941
  당기순이익(지배),-12,17,131,-451,941
  당기순이익(비지배),,,,,
자산총계,134,243,909,969,"2,745"
부채총계,21,10,249,190,965
자본총계,113,234,660,779,"1,780"
  자본총계(지배),113,234,660,779,"1,780"
  자본총계(비지배),,,,,
자본금,118,145,198,258,267
영업활동현금흐름,-4,-17,-38,-80,-71
투자활동현금흐름,-43,-159,-550,-59,-404
재무활동현금흐름,46,180,663,150,615
CAPEX,,,3,4,24
FCF,-4,-17,-41,-85,-94
이자발생부채,4,0,99,48,633
영업이익률,-21.64,12.18,-22.96,-51.48,-75.68
순이익률,-17.11,21.99,133.98,-441.17,898.07
ROE(%),-14.18,9.60,29.38,-62.65,73.56
ROA(%),-9.40,8.82,22.78,-48.01,50.69
부채비율,18.24,4.15,37.76,24.36,54.18
자본유보율,-3.50,77.52,244.82,211.44,575.53
EPS(원),-55,70,397,"-1,063","1,658"
PER(배),N/A,70.18,7.52,N/A,2.15
BPS(원),479,836,"1,709","1,542","2,607"
PBR(배),5.55,5.86,1.75,3.40,1.37
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"23,641,211","28,995,962","39,661,591","51,561,397","53,396,820"
