주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,507","5,311","7,206","8,581","9,260"
영업이익,435,537,862,893,344
영업이익(발표기준),435,537,862,893,344
세전계속사업이익,792,674,981,"1,440",279
당기순이익,674,528,793,"1,136",258
  당기순이익(지배),480,275,450,787,160
  당기순이익(비지배),194,254,343,349,98
자산총계,"8,189","8,714","10,747","12,585","13,676"
부채총계,"1,787","2,007","3,347","4,182","5,277"
자본총계,"6,402","6,708","7,401","8,403","8,400"
  자본총계(지배),"4,089","4,293","4,689","5,402","5,410"
  자본총계(비지배),"2,313",,"2,711","3,001","2,990"
자본금,125,125,125,125,125
영업활동현금흐름,578,379,"1,113",666,405
투자활동현금흐름,-487,-641,"-1,816","-1,204","-1,081"
재무활동현금흐름,-323,53,762,523,"1,090"
CAPEX,163,510,"1,250","1,149","1,005"
FCF,415,-131,-137,-484,-600
이자발생부채,474,694,"1,541","2,202","3,453"
영업이익률,9.65,10.11,11.96,10.40,3.72
순이익률,14.96,9.94,11.01,13.24,2.79
ROE(%),12.48,6.55,10.03,15.59,2.96
ROA(%),8.84,6.25,8.15,9.74,1.97
부채비율,27.91,29.91,45.22,49.76,62.82
자본유보율,"3,130.59","3,313.49","3,640.10","4,231.03","4,307.72"
EPS(원),"9,583","5,481","8,988","15,704","3,192"
PER(배),7.57,11.40,11.24,8.12,23.96
BPS(원),"81,622","85,685","93,600","108,138","109,358"
PBR(배),0.89,0.73,1.08,1.18,0.70
현금DPS(원),900,"1,300","1,300","1,400","1,400"
현금배당수익률,1.24,2.08,1.29,1.10,1.83
현금배당성향(%),9.39,23.72,14.46,8.89,43.30
발행주식수(보통주),"5,009,861","5,009,861","5,009,861","5,009,861","5,009,861"
