주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"33,925","37,112","37,595","26,200","31,677"
영업이익,"2,656","2,697","1,313","-2,216","-1,657"
영업이익(발표기준),"2,656","2,697","1,313","-2,216","-1,657"
세전계속사업이익,"2,407","2,698",809,"-3,441","-2,476"
당기순이익,"1,854","2,066",574,"-2,643","-1,993"
  당기순이익(지배),996,"1,069",283,"-1,524","-1,113"
  당기순이익(비지배),858,997,291,"-1,119",-880
자산총계,"29,448","33,979","43,280","41,521","45,487"
부채총계,"17,927","19,240","28,980","28,894","33,464"
자본총계,"11,521","14,739","14,299","12,627","12,024"
  자본총계(지배),"7,015","8,452","8,273","6,878","5,996"
  자본총계(비지배),"4,505",,"6,027","5,749","6,028"
자본금,662,662,662,662,662
영업활동현금흐름,"2,809","3,173","2,742","-1,917",-98
투자활동현금흐름,"-2,925","-2,246","-2,193",-186,-382
재무활동현금흐름,-393,900,"-2,955","3,338","1,555"
CAPEX,"2,347","3,467",885,"1,463","1,446"
FCF,462,-294,"1,857","-3,380","-1,544"
이자발생부채,"7,601","7,806","16,959","19,879","22,355"
영업이익률,7.83,7.27,3.49,-8.46,-5.23
순이익률,5.46,5.57,1.53,-10.09,-6.29
ROE(%),15.07,13.82,3.38,-20.12,-17.30
ROA(%),6.52,6.51,1.49,-6.23,-4.58
부채비율,155.61,130.54,202.67,228.84,278.32
자본유보율,970.14,"1,179.20","1,149.46",944.07,803.13
EPS(원),"7,522","8,070","2,135","-11,504","-8,404"
PER(배),9.11,6.69,16.21,N/A,N/A
BPS(원),"54,400","64,785","63,415","52,722","45,961"
PBR(배),1.26,0.83,0.55,0.48,0.42
현금DPS(원),650,750,750,400,200
현금배당수익률,0.95,1.39,2.17,1.59,1.04
현금배당성향(%),8.41,9.15,34.60,-3.42,-2.34
발행주식수(보통주),"13,247,561","13,247,561","13,247,561","13,247,561","13,247,561"
