주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,127","19,977","21,036","22,805","24,151"
영업이익,49,"2,305","2,667","3,086","3,157"
영업이익(발표기준),49,"2,305","2,667","3,086","3,157"
세전계속사업이익,-400,"2,409","2,441","3,243","3,200"
당기순이익,"14,864","1,183","1,564","2,185","2,253"
  당기순이익(지배),"14,803",563,484,775,860
  당기순이익(비지배),61,620,"1,080","1,410","1,393"
자산총계,"43,028","43,421","43,663","44,976","49,618"
부채총계,"11,849","11,655","10,287","10,028","10,909"
자본총계,"31,179","31,766","33,376","34,947","38,708"
  자본총계(지배),"18,479","18,761","19,261","19,664","20,975"
  자본총계(비지배),"12,700",,"14,115","15,283","17,734"
자본금,313,313,313,313,313
영업활동현금흐름,-88,"3,505","3,426","4,203","4,465"
투자활동현금흐름,591,"-1,224","-2,430","-1,299","-2,736"
재무활동현금흐름,144,"-1,822","-1,724",-849,-370
CAPEX,581,"1,671","2,019","1,643","1,427"
FCF,-669,"1,834","1,407","2,560","3,038"
이자발생부채,"5,997","4,650","3,589","3,285","3,477"
영업이익률,4.35,11.54,12.68,13.53,13.07
순이익률,"1,318.34",5.92,7.43,9.58,9.33
ROE(%),85.88,3.02,2.54,3.98,4.23
ROA(%),41.22,2.74,3.59,4.93,4.76
부채비율,38.01,36.69,30.82,28.70,28.18
자본유보율,"14,492.55","5,815.83","5,921.75","6,095.19","6,285.97"
EPS(원),"34,974",899,772,"1,237","1,373"
PER(배),0.76,19.02,23.05,10.67,11.62
BPS(원),"30,718","31,187","32,019","32,688","34,867"
PBR(배),0.87,0.55,0.56,0.40,0.46
현금DPS(원),600,650,650,650,650
현금배당수익률,2.25,3.80,3.65,4.92,4.08
현금배당성향(%),1.39,38.20,47.78,32.40,38.50
발행주식수(보통주),"62,644,053","62,644,293","62,645,422","62,645,422","62,645,422"
