주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"158,868","157,466","168,459","177,102","188,422",,,
영업이익,"6,308","5,335","3,953","2,868","6,393",,,
영업이익(발표기준),"6,308","5,335","3,953","2,868","6,393",,,
세전계속사업이익,"6,219","5,111","3,742","4,756","6,007","6,750","6,375","6,420"
당기순이익,"4,644","3,735","2,691","3,319","4,326","4,485","4,620","4,655"
  당기순이익(지배),"4,644","3,735","2,691","3,319","4,326","4,485","4,620","4,205"
  당기순이익(비지배),,,,,,,,
자산총계,"404,925","440,922","463,938","491,941","528,180","516,470","534,805","549,870"
부채총계,"373,888","399,608","418,834","443,894","478,100","468,215","483,165","494,860"
자본총계,"31,037","41,314","45,104","48,047","50,080","48,790","52,270","56,220"
  자본총계(지배),"31,037","41,314","45,104","48,047","50,080","48,970","52,450","56,400"
  자본총계(비지배),,,,,,,,
자본금,447,447,447,447,447,,,
영업활동현금흐름,"17,334","18,983","13,636","12,192","10,060",,,
투자활동현금흐름,"-23,776","-21,614","-13,572","-10,736","-13,379",,,
재무활동현금흐름,"3,877","3,757",492,"-1,559","2,274",,,
CAPEX,322,474,"1,006",165,197,,,
FCF,,,,,,,,
이자발생부채,"11,168","11,171","11,174","9,478","12,971",,,
영업이익률,3.97,3.39,2.35,1.62,3.39,,,
순이익률,2.92,2.37,1.60,1.87,2.30,,,
ROE(%),15.61,10.32,6.23,7.12,8.82,9.06,9.11,7.73
ROA(%),1.20,0.88,0.60,0.69,0.85,0.86,0.88,0.86
부채비율,"1,204.64",967.26,928.60,923.88,954.67,959.65,924.36,880.22
자본유보율,"6,927.36","9,226.29","10,074.28","10,749.35","11,255.03",,,
EPS(원),"5,195","4,178","3,011","3,712","4,839","5,017","5,168","4,704"
PER(배),9.05,9.83,8.95,6.13,4.74,6.18,6.00,6.59
BPS(원),"38,925","51,813","56,567","60,501","63,866","62,450","66,888","71,925"
PBR(배),1.21,0.79,0.48,0.38,0.36,0.50,0.46,0.43
현금DPS(원),"1,500","1,130",880,"1,000","1,480","1,534","1,599","1,708"
현금배당수익률,3.19,2.75,3.27,4.40,6.45,4.95,5.16,5.51
현금배당성향(%),25.75,24.12,26.07,23.93,26.83,30.57,30.95,36.30
발행주식수(보통주),"89,400,000","89,400,000","89,400,000","89,400,000","89,400,000",,,
