주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,097","1,814","1,294","1,274","2,363","1,538","2,778","3,066"
영업이익,335,246,-41,-70,307,66,305,340
영업이익(발표기준),335,246,-41,-70,307,,,
세전계속사업이익,219,131,-175,-238,106,-56,147,188
당기순이익,170,102,-138,-176,87,-69,125,159
  당기순이익(지배),170,102,-138,-176,87,-69,125,159
  당기순이익(비지배),0,0,0,0,0,,,
자산총계,"8,682","8,128","8,499","9,119","8,415","8,678","9,129","9,170"
부채총계,"4,600","3,986","4,542","5,341","4,552","4,886","5,214","5,098"
자본총계,"4,082","4,142","3,958","3,778","3,863","3,792","3,915","4,072"
  자본총계(지배),"4,082","4,142","3,958","3,778","3,862","3,792","3,915","4,072"
  자본총계(비지배),0,,0,0,0,,,
자본금,"2,407","2,407","2,407","2,407","2,407","2,407","2,407","2,407"
영업활동현금흐름,178,525,236,509,-115,511,669,747
투자활동현금흐름,-615,-172,-205,-329,-301,-333,-348,-343
재무활동현금흐름,17,-81,-135,48,52,105,85,-95
CAPEX,584,162,114,196,201,180,200,200
FCF,-406,363,122,313,-317,331,469,547
이자발생부채,"1,424","1,542","1,807","1,871","2,077",,,
영업이익률,15.97,13.54,-3.19,-5.46,13.00,4.29,10.98,11.09
순이익률,8.09,5.62,-10.66,-13.78,3.67,-4.49,4.50,5.19
ROE(%),4.21,2.48,-3.41,-4.54,2.27,-1.80,3.24,3.98
ROA(%),1.89,1.21,-1.66,-1.99,0.99,-0.81,1.40,1.74
부채비율,112.69,96.24,114.75,141.39,117.86,128.85,133.18,125.20
자본유보율,69.60,71.72,64.36,57.07,60.46,,,
EPS(원),352,212,-287,-365,180,-143,260,330
PER(배),29.67,28.77,N/A,N/A,27.16,N/A,18.75,14.74
BPS(원),"8,480","8,604","8,222","7,848","8,025","7,878","8,134","8,460"
PBR(배),1.23,0.71,0.73,0.54,0.61,0.62,0.60,0.58
현금DPS(원),100,70,,,,0,0,0
현금배당수익률,0.96,1.15,,,,0.00,0.00,0.00
현금배당성향(%),28.39,33.07,0.00,0.00,,,,
발행주식수(보통주),"48,133,333","48,133,333","48,133,333","48,133,333","48,133,333",,,
