주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,318","8,165","9,767","14,706","13,707"
영업이익,714,659,582,"1,013","1,170"
영업이익(발표기준),714,659,582,"1,013","1,170"
세전계속사업이익,712,653,562,"1,009","1,211"
당기순이익,561,465,413,754,907
  당기순이익(지배),561,465,413,754,907
  당기순이익(비지배),,,,,
자산총계,"72,099","72,503","77,384","100,769","91,755"
부채총계,"65,019","64,986","69,488","92,117","82,147"
자본총계,"7,080","7,517","7,896","8,652","9,608"
  자본총계(지배),"7,080","7,517","7,896","8,652","9,608"
  자본총계(비지배),,,,,
자본금,"5,376","5,376","5,376","5,376","5,376"
영업활동현금흐름,"-2,699","4,492","-3,402","-3,122","1,845"
투자활동현금흐름,6,-38,-217,-34,-466
재무활동현금흐름,"3,511","-2,185","2,243","4,992","-1,467"
CAPEX,19,43,26,69,32
FCF,,,,,
이자발생부채,"11,121","8,916","11,527","16,434","18,037"
영업이익률,9.76,8.07,5.96,6.89,8.54
순이익률,7.67,5.69,4.23,5.13,6.62
ROE(%),8.18,6.37,5.36,9.11,9.93
ROA(%),0.86,0.64,0.55,0.85,0.94
부채비율,918.36,864.53,880.08,"1,064.69",854.97
자본유보율,31.75,39.88,46.93,62.00,79.78
EPS(원),579,480,427,778,936
PER(배),6.03,4.95,5.37,5.07,3.84
BPS(원),"7,311","7,762","8,153","9,220","10,239"
PBR(배),0.48,0.31,0.28,0.43,0.35
현금DPS(원),0,60,70,120,140
현금배당수익률,0.00,2.53,3.06,3.04,3.89
현금배당성향(%),0.00,12.50,16.40,14.93,14.49
발행주식수(보통주),"96,866,418","96,866,418","96,866,418","96,866,418","96,866,418"
