주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"158,745","160,731","151,235","122,230","181,205","208,825","200,711","194,197"
영업이익,"29,297","19,462","11,073","3,569","15,356","6,530","11,443","12,210"
영업이익(발표기준),"29,297","19,462","11,073","3,569","15,356",,,
세전계속사업이익,"30,847","22,085","12,486","2,467","19,023","8,938","14,091","14,223"
당기순이익,"22,846","16,419","7,567","1,753","14,256","6,692","10,579","10,750"
  당기순이익(지배),"22,439","15,792","7,150","1,585","13,457","6,268","9,827","10,087"
  당기순이익(비지배),407,627,417,169,799,,,
자산총계,"195,510","207,991","200,431","193,865","228,700","234,027","245,129","254,073"
부채총계,"72,962","72,548","59,900","56,742","74,188","76,854","80,296","81,677"
자본총계,"122,548","135,443","140,531","137,124","154,512","157,173","164,832","172,396"
  자본총계(지배),"114,896","127,347","132,044","128,465","144,102","146,212","153,116","160,488"
  자본총계(비지배),"7,651",,"8,487","8,658","10,410",,,
자본금,"1,714","1,714","1,714","1,714","1,714","1,712","1,712","1,712"
영업활동현금흐름,"31,290","13,809","12,779","13,108","14,862","13,661","20,021","19,753"
투자활동현금흐름,"-47,176","-17,631","6,624","-6,385","-14,584","-18,334","-14,457","-14,225"
재무활동현금흐름,"11,145",448,"-19,000","-4,789",-71,333,634,-513
CAPEX,"20,199","18,464","8,922","8,022","7,733","20,515","16,808","15,318"
FCF,"11,091","-4,655","3,856","5,086","7,129","-5,553","2,749","5,915"
이자발생부채,"42,277","47,864","36,316","33,736","36,658",,,
영업이익률,18.46,12.11,7.32,2.92,8.48,3.13,5.70,6.29
순이익률,14.39,10.21,5.00,1.44,7.87,3.20,5.27,5.54
ROE(%),21.52,13.04,5.51,1.22,9.87,4.32,6.57,6.43
ROA(%),12.90,8.14,3.71,0.89,6.75,2.89,4.42,4.31
부채비율,59.54,53.56,42.62,41.38,48.01,48.90,48.71,47.38
자본유보율,"6,688.68","7,390.44","7,608.48","7,560.76","8,276.05",,,
EPS(원),"65,466","46,074","20,860","4,623","39,260","18,288","28,671","29,429"
PER(배),5.62,6.01,10.74,59.70,5.53,10.53,6.71,6.54
BPS(원),"335,215","371,541","385,244","374,803","420,424","426,579","446,722","468,230"
PBR(배),1.10,0.75,0.58,0.74,0.52,0.45,0.43,0.41
현금DPS(원),"10,500","10,500","6,700","3,600","8,300","6,254","7,814","7,767"
현금배당수익률,2.85,3.79,2.99,1.30,3.82,3.25,4.06,4.03
현금배당성향(%),16.04,22.79,32.12,77.86,21.14,34.20,27.26,26.39
발행주식수(보통주),"34,275,419","34,275,419","34,275,419","34,275,419","34,275,419",,,
