주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"10,346","11,091","11,237","9,497","10,553"
영업이익,698,"1,241",688,273,298
영업이익(발표기준),698,"1,241",688,273,298
세전계속사업이익,595,913,79,-404,30
당기순이익,409,615,-68,-378,4
  당기순이익(지배),267,347,-96,-385,-64
  당기순이익(비지배),142,269,28,7,68
자산총계,"19,157","20,143","21,585","21,950","22,844"
부채총계,"12,701","13,467","14,706","15,501","16,379"
자본총계,"6,456","6,676","6,879","6,448","6,466"
  자본총계(지배),"4,105","4,491","4,381","3,983","3,942"
  자본총계(비지배),"2,351","2,185","2,498","2,466","2,524"
자본금,"1,040","1,040","1,040","1,040","1,040"
영업활동현금흐름,"1,161",855,783,954,-609
투자활동현금흐름,-296,-360,"-1,008",-554,-853
재무활동현금흐름,-525,-106,-284,841,760
CAPEX,319,354,440,531,594
FCF,843,501,342,423,"-1,203"
이자발생부채,"10,093","10,323","11,565","12,367","13,255"
영업이익률,6.74,11.19,6.12,2.87,2.83
순이익률,3.95,5.55,-0.61,-3.99,0.04
ROE(%),6.71,8.06,-2.17,-9.21,-1.61
ROA(%),2.14,3.13,-0.33,-1.74,0.02
부채비율,196.72,201.74,213.78,240.39,253.32
자본유보율,283.56,323.95,311.89,274.59,269.33
EPS(원),641,833,-231,-925,-153
PER(배),3.82,3.39,N/A,N/A,N/A
BPS(원),"9,866","10,793","10,529","9,572","9,473"
PBR(배),0.25,0.26,0.24,0.28,0.26
현금DPS(원),25,50,50,50,25
현금배당수익률,1.02,1.77,2.01,1.85,1.00
현금배당성향(%),3.90,6.00,-21.64,-5.40,-16.34
발행주식수(보통주),"41,609,310","41,609,310","41,609,310","41,609,310","41,609,310"
