주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,722","1,163","2,834","1,617","1,637"
영업이익,101,40,148,28,-30
영업이익(발표기준),101,40,148,28,-30
세전계속사업이익,84,42,145,98,-38
당기순이익,84,17,135,92,-30
  당기순이익(지배),84,17,135,92,-30
  당기순이익(비지배),,,,,
자산총계,"1,399","1,422","1,689","1,662","1,951"
부채총계,808,827,979,835,962
자본총계,591,596,709,828,988
  자본총계(지배),591,596,709,828,988
  자본총계(비지배),,,,,
자본금,226,226,226,226,226
영업활동현금흐름,82,-68,76,-220,-27
투자활동현금흐름,63,-28,8,33,42
재무활동현금흐름,-91,76,65,46,-17
CAPEX,13,12,11,13,2
FCF,69,-80,66,-233,-28
이자발생부채,248,331,432,493,490
영업이익률,5.86,3.48,5.24,1.74,-1.84
순이익률,4.90,1.49,4.76,5.69,-1.84
ROE(%),15.31,2.93,20.68,11.97,-3.32
ROA(%),5.96,1.23,8.67,5.49,-1.67
부채비율,136.76,138.81,138.08,100.83,97.40
자본유보율,105.75,116.25,166.86,204.05,186.87
EPS(원),187,39,299,204,-67
PER(배),5.41,34.54,4.25,14.69,N/A
BPS(원),"1,334","1,344","1,601","1,868","2,230"
PBR(배),0.76,0.99,0.79,1.60,1.28
현금DPS(원),20,20,30,20,20
현금배당수익률,1.98,1.50,2.36,0.67,0.70
현금배당성향(%),10.50,50.97,9.85,9.63,-29.38
발행주식수(보통주),"45,152,280","45,152,280","45,152,280","45,152,280","45,152,280"
