주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,461,413,359,379,493
영업이익,-5,8,-16,-6,34
영업이익(발표기준),-5,8,-16,-6,34
세전계속사업이익,-12,2,-18,-10,35
당기순이익,-27,2,-18,-10,30
  당기순이익(지배),-27,2,-19,-10,29
  당기순이익(비지배),0,0,0,0,1
자산총계,430,433,425,404,544
부채총계,137,139,151,138,236
자본총계,293,294,274,265,308
  자본총계(지배),291,292,272,263,305
  자본총계(비지배),2,,2,2,3
자본금,100,100,100,100,100
영업활동현금흐름,24,10,20,5,33
투자활동현금흐름,-27,-68,-16,5,-73
재무활동현금흐름,22,24,-9,-4,87
CAPEX,23,38,48,2,18
FCF,0,-28,-28,3,15
이자발생부채,47,72,64,58,117
영업이익률,-0.99,2.03,-4.33,-1.68,6.98
순이익률,-5.79,0.47,-5.15,-2.53,6.03
ROE(%),-9.39,0.70,-6.57,-3.63,10.26
ROA(%),-6.12,0.45,-4.31,-2.31,6.28
부채비율,46.72,47.34,55.08,52.11,76.79
자본유보율,203.84,215.83,195.09,185.76,215.98
EPS(원),-154,10,-92,-48,145
PER(배),N/A,259.69,N/A,N/A,16.64
BPS(원),"1,545","1,549","1,445","1,397","1,617"
PBR(배),1.43,1.71,1.49,1.33,1.49
현금DPS(원),0,0,0,0,5
현금배당수익률,0.00,0.00,0.00,0.00,0.21
현금배당성향(%),-0.11,1.47,-0.16,-0.31,3.34
발행주식수(보통주),"19,486,857","19,486,857","19,486,857","19,486,857","19,486,857"
