주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,122","7,631","7,619","6,270","6,384","6,583","6,642","6,797"
영업이익,455,256,294,-280,-283,-250,23,50
영업이익(발표기준),455,256,294,-280,-283,,,
세전계속사업이익,545,281,252,-379,-444,-229,45,71
당기순이익,416,192,172,-182,-424,-185,36,58
  당기순이익(지배),417,188,169,-176,-436,-182,35,57
  당기순이익(비지배),-1,4,3,-6,12,,,
자산총계,"8,571","8,303","9,199","8,452","8,136","7,817","7,766","7,752"
부채총계,"1,802","2,135","3,066","2,863","2,972","2,873","2,855","2,852"
자본총계,"6,769","6,168","6,132","5,589","5,164","4,944","4,911","4,900"
  자본총계(지배),"6,706","6,127","6,090","5,553","5,062","4,842","4,809","4,798"
  자본총계(비지배),63,,42,35,102,,,
자본금,521,521,521,521,521,521,521,521
영업활동현금흐름,929,642,751,307,464,,393,249
투자활동현금흐름,"-1,023",-250,-150,-10,-96,-193,-152,-163
재무활동현금흐름,-263,-414,-548,-480,-317,,-87,-86
CAPEX,471,222,112,145,101,93,89,92
FCF,459,419,639,161,363,,,
이자발생부채,281,299,"1,257",974,932,,,
영업이익률,5.60,3.36,3.86,-4.47,-4.44,-3.80,0.35,0.74
순이익률,5.12,2.52,2.25,-2.90,-6.65,-2.81,0.54,0.85
ROE(%),6.30,2.94,2.76,-3.02,-8.22,-3.67,0.73,1.19
ROA(%),4.88,2.28,1.96,-2.06,-5.12,-2.32,0.46,0.75
부채비율,26.61,34.61,50.01,51.22,57.55,58.11,58.13,58.20
자본유보율,"1,238.71","1,246.02","1,240.92","1,189.04","1,100.65",,,
EPS(원),401,181,162,-169,-419,-175,34,55
PER(배),20.46,37.01,37.64,N/A,N/A,N/A,105.62,64.85
BPS(원),"7,501","7,006","7,083","6,686","6,083","5,828","5,789","5,775"
PBR(배),1.09,0.96,0.86,0.55,0.64,0.61,0.61,0.61
현금DPS(원),240,210,170,100,80,80,80,80
현금배당수익률,2.93,3.13,2.79,2.71,2.05,2.25,2.25,2.25
현금배당성향(%),51.80,98.87,87.81,-48.31,-15.58,-37.23,193.61,118.88
발행주식수(보통주),"84,702,850","84,702,850","84,702,850","84,702,850","84,702,850",,,
