주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"50,280","52,221","55,131","64,133","137,941","163,812","127,603","95,870"
영업이익,"-4,068","-5,587","-2,997","9,808","73,775","89,362","49,775","25,897"
영업이익(발표기준),"-4,068","-5,587","-2,997","9,808","73,775",,,
세전계속사업이익,"-11,870","-7,789","-5,867","1,278","53,272","86,756","47,807","23,750"
당기순이익,"-11,907","-7,906","-5,898","1,240","53,372","84,275","44,750","22,560"
  당기순이익(지배),"-11,910","-7,907","-5,899","1,239","53,371","84,269","44,746","22,560"
  당기순이익(비지배),3,2,1,1,1,,,
자산총계,"36,024","41,214","71,602","93,734","178,761","251,514","288,910","287,790"
부채총계,"27,055","30,818","60,699","76,848","75,178","73,306","68,648","50,177"
자본총계,"8,969","10,397","10,903","16,885","103,583","178,209","220,262","237,613"
  자본총계(지배),"8,948","10,385","10,890","16,874","103,573","177,657","221,178","236,300"
  자본총계(비지배),21,,13,12,10,,,
자본금,"15,683","15,783","15,920","16,336","24,452","22,360","22,360","24,450"
영업활동현금흐름,"-2,754","-4,169","3,993","14,085","75,050","89,025","58,214","37,807"
투자활동현금흐름,"-2,280","-6,728","-8,772","-20,342","-63,144","-19,721","-19,288","-13,260"
재무활동현금흐름,"6,615","9,874","5,728","11,555","-7,182","-8,271","-13,690","-29,717"
CAPEX,"3,025","3,201","10,826","18,297","17,089","12,833","12,740","11,085"
FCF,"-5,779","-7,370","-6,833","-4,212","57,961","71,906","34,554","18,770"
이자발생부채,"20,520","23,461","52,689","61,141","58,197",,,
영업이익률,-8.09,-10.70,-5.44,15.29,53.48,54.55,39.01,27.01
순이익률,-23.68,-15.14,-10.70,1.93,38.69,51.45,35.07,23.53
ROE(%),-129.27,-81.80,-55.46,8.92,88.62,59.93,22.44,9.86
ROA(%),-29.77,-20.47,-10.46,1.50,39.17,39.17,16.56,7.82
부채비율,301.64,296.42,556.71,455.11,72.58,41.13,31.17,21.12
자본유보율,-70.55,-125.30,-180.13,-176.08,212.90,,,
EPS(원),"-5,470","-2,521","-1,860",384,"13,754","17,232","9,150","4,613"
PER(배),N/A,N/A,N/A,36.32,1.96,1.80,3.40,6.74
BPS(원),"2,853","3,290","3,420","5,164","21,179","36,328","45,227","48,319"
PBR(배),1.76,1.12,1.04,2.70,1.27,0.86,0.69,0.64
현금DPS(원),0,0,0,0,600,860,488,867
현금배당수익률,0.00,0.00,0.00,0.00,2.23,2.77,1.57,2.79
현금배당성향(%),0.00,0.00,0.00,0.00,5.50,4.99,5.33,18.79
발행주식수(보통주),"311,805,827","313,805,827","316,552,195","326,726,323","489,039,496",,,
