주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"8,223","8,910","8,543","7,894","9,984"
영업이익,454,463,441,417,468
영업이익(발표기준),454,463,441,417,468
세전계속사업이익,452,409,455,146,268
당기순이익,409,227,321,30,116
  당기순이익(지배),208,60,164,-117,-70
  당기순이익(비지배),201,167,157,147,186
자산총계,"7,399","7,425","7,545","7,956","8,600"
부채총계,"3,074","2,967","2,802","3,284","3,618"
자본총계,"4,325","4,458","4,743","4,672","4,981"
  자본총계(지배),"3,410","3,397","3,540","3,359","3,445"
  자본총계(비지배),916,,"1,204","1,313","1,537"
자본금,132,132,132,132,132
영업활동현금흐름,250,532,798,614,261
투자활동현금흐름,-388,-607,-303,-568,-240
재무활동현금흐름,-120,-334,-275,194,-24
CAPEX,412,373,438,365,347
FCF,-161,159,360,249,-86
이자발생부채,"1,726","1,462","1,300","1,566","1,659"
영업이익률,5.52,5.20,5.16,5.29,4.69
순이익률,4.97,2.54,3.75,0.38,1.16
ROE(%),6.19,1.75,4.73,-3.39,-2.06
ROA(%),5.59,3.06,4.28,0.38,1.40
부채비율,71.07,66.55,59.08,70.30,72.64
자본유보율,"2,616.97","2,617.91","2,708.33","2,601.91","2,549.85"
EPS(원),790,227,623,-445,-267
PER(배),8.14,24.13,9.03,N/A,N/A
BPS(원),"13,433","13,385","13,946","13,614","13,963"
PBR(배),0.48,0.41,0.40,0.33,0.47
현금DPS(원),120,150,150,100,120
현금배당수익률,1.87,2.74,2.66,2.21,1.83
현금배당성향(%),14.65,63.82,23.20,-21.08,-42.19
발행주식수(보통주),"26,319,633","26,319,633","26,319,633","26,319,633","26,319,633"
