주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"28,764","25,587","23,692","21,707","26,012","32,125","35,345","36,760"
영업이익,"-1,642",-982,574,-45,-415,"1,305","2,130","2,590"
영업이익(발표기준),"-1,642",-982,574,-45,-415,,,
세전계속사업이익,"-1,323","-1,937",-390,-869,-752,530,"1,530","1,810"
당기순이익,"-1,123","-1,919",-434,-829,-719,610,"1,450",
  당기순이익(지배),"-1,258","-1,837",-434,-829,-711,450,"1,280","1,430"
  당기순이익(비지배),135,-82,,,-7,,,
자산총계,"45,436","42,214","39,295","38,462","43,422","50,580","57,840",
부채총계,"36,146","28,797","26,368","26,786","30,606","29,050","30,860",
자본총계,"9,290","13,417","12,926","11,676","12,816","21,530","26,980",
  자본총계(지배),"8,953","13,417","12,926","11,676","11,730","21,530","26,980",
  자본총계(비지배),337,,,,"1,086",,,
자본금,"7,900","14,363","14,363","14,363","14,363","14,360","14,360",
영업활동현금흐름,514,932,"1,465","2,243",804,"2,300","4,400",
투자활동현금흐름,-837,"-1,672",-982,-765,"-1,067","-1,760","-4,100",
재무활동현금흐름,247,"1,924","-2,136","-1,006","1,611",-450,80,
CAPEX,"2,899","1,588",895,908,"2,045","1,500","4,000",
FCF,"-2,384",-656,570,"1,335","-1,241",800,400,
이자발생부채,"24,907","19,863","18,968","18,054","19,754",,,
영업이익률,-5.71,-3.84,2.42,-0.21,-1.60,4.06,6.03,7.05
순이익률,-3.91,-7.50,-1.83,-3.82,-2.76,1.90,4.10,
ROE(%),-13.00,-16.43,-3.29,-6.74,-6.08,2.71,5.28,
ROA(%),-2.32,-4.38,-1.06,-2.13,-1.75,1.30,2.67,
부채비율,389.06,214.62,203.99,229.41,238.82,134.93,114.38,
자본유보율,14.68,-6.18,-10.36,-17.91,-23.55,,,
EPS(원),-796,-830,-151,-289,-248,157,446,498
PER(배),N/A,N/A,N/A,N/A,N/A,27.00,9.49,8.50
BPS(원),"5,667","4,671","4,500","4,065","4,083","7,495","9,392",
PBR(배),0.78,1.14,0.93,0.93,1.13,0.56,0.45,
현금DPS(원),0,,,,,0,0,
현금배당수익률,0.00,,,,,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"157,993,158","287,260,287","287,260,287","287,260,287","287,260,287",,,
