주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"4,037","4,413","5,203","5,796","7,506","8,312","8,513","8,568"
영업이익,198,180,260,161,282,325,342,363
영업이익(발표기준),198,180,260,161,282,,,
세전계속사업이익,186,140,223,123,211,273,290,299
당기순이익,143,107,171,83,159,205,218,224
  당기순이익(지배),128,99,160,73,147,188,204,210
  당기순이익(비지배),15,8,11,10,12,,,
자산총계,"2,851","3,496","3,597","4,166","4,953","5,390","5,766","6,112"
부채총계,"1,516","2,060","1,984","2,677","3,229","3,460","3,611","3,725"
자본총계,"1,335","1,436","1,612","1,489","1,724","1,930","2,155","2,387"
  자본총계(지배),"1,171","1,249","1,406","1,333","1,544","1,728","1,930","2,134"
  자본총계(비지배),163,,206,156,180,,,
자본금,153,153,153,153,153,152,152,152
영업활동현금흐름,-74,206,-228,-137,-325,110,271,348
투자활동현금흐름,9,-443,97,-156,132,-14,-284,-270
재무활동현금흐름,78,21,263,180,189,0,-6,-56
CAPEX,164,273,109,43,19,0,0,0
FCF,-238,-67,-336,-180,-344,200,286,352
이자발생부채,496,570,911,"1,151","1,543",,,
영업이익률,4.90,4.07,4.99,2.77,3.76,3.91,4.02,4.24
순이익률,3.55,2.43,3.28,1.43,2.11,2.47,2.56,2.61
ROE(%),10.69,8.18,12.07,5.35,10.21,11.49,11.13,10.36
ROA(%),5.11,3.38,4.82,2.13,3.48,3.96,3.91,3.76
부채비율,113.61,143.42,123.08,179.77,187.30,179.20,167.56,156.05
자본유보율,733.99,766.28,838.77,850.52,907.02,,,
EPS(원),419,323,523,239,479,614,664,687
PER(배),15.02,17.42,15.33,32.53,16.54,12.59,11.63,11.25
BPS(원),"3,825","4,078","4,591","4,410","5,107","5,717","6,387","7,061"
PBR(배),1.64,1.38,1.75,1.76,1.55,1.35,1.21,1.09
현금DPS(원),160,160,180,200,240,240,240,240
현금배당수익률,2.54,2.84,2.24,2.57,3.03,3.10,3.10,3.10
현금배당성향(%),38.20,49.50,34.40,82.53,49.41,39.10,36.12,34.92
발행주식수(보통주),"30,624,879","30,624,879","30,624,879","30,624,879","30,624,879",,,
