주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"168,871","167,309","172,788","169,709","180,655","193,301","210,343","221,038"
영업이익,"9,861","8,400","8,597","5,490","7,535","8,933","10,598","11,335"
영업이익(발표기준),"9,861","8,400","8,597","5,490","7,535",,,
세전계속사업이익,"5,548","8,979","7,989","3,956","8,541","9,375","10,847","11,490"
당기순이익,"3,716","5,353","5,733","2,277","5,544","6,728","7,712","8,185"
  당기순이익(지배),"2,017","3,816","4,074","1,223","4,075","5,004","5,635","6,113"
  당기순이익(비지배),"1,699","1,537","1,659","1,054","1,469",,,
자산총계,"184,319","180,546","182,270","179,393","196,373","203,875","214,223","226,336"
부채총계,"99,590","97,628","95,120","91,729","102,080","103,177","106,851","111,608"
자본총계,"84,729","82,919","87,150","87,664","94,293","100,697","107,372","114,728"
  자본총계(지배),"64,676","62,741","66,626","66,318","72,167","77,122","82,344","87,914"
  자본총계(비지배),"20,053",,"20,524","21,346","22,126",,,
자본금,"5,573","5,573","5,573","5,573","5,621","5,620","5,620","5,624"
영업활동현금흐름,"5,144","2,495","4,789","17,297","10,094","8,365","10,954","11,542"
투자활동현금흐름,-163,-920,"-1,512","-12,192","-7,983","-4,908","-5,734","-5,987"
재무활동현금흐름,"-3,809",-373,153,955,"-4,926","-2,536","-2,011","-1,838"
CAPEX,498,"1,919","1,099",734,976,"1,134","1,059","1,189"
FCF,"4,646",576,"3,690","16,563","9,118","6,649","7,422","8,999"
이자발생부채,"22,818","24,067","26,626","25,937","22,605",,,
영업이익률,5.84,5.02,4.98,3.23,4.17,4.62,5.04,5.13
순이익률,2.20,3.20,3.32,1.34,3.07,3.48,3.67,3.70
ROE(%),3.15,5.99,6.30,1.84,5.88,6.70,7.07,7.18
ROA(%),1.94,2.93,3.16,1.26,2.95,3.36,3.69,3.72
부채비율,117.54,117.74,109.15,104.64,108.26,102.46,99.51,97.28
자본유보율,"1,048.98","1,074.89","1,138.52","1,134.09","1,198.84",,,
EPS(원),"1,808","3,421","3,653","1,097","3,651","4,451","5,013","5,438"
PER(배),19.53,15.53,11.27,33.23,12.18,9.54,8.47,7.81
BPS(원),"57,982","56,247","59,729","59,453","64,200","68,608","73,253","78,208"
PBR(배),0.61,0.94,0.69,0.61,0.69,0.62,0.58,0.54
현금DPS(원),500,500,600,600,600,676,715,703
현금배당수익률,1.42,0.94,1.46,1.65,1.35,1.59,1.68,1.66
현금배당성향(%),27.63,14.60,16.41,54.67,16.56,15.05,14.12,12.81
발행주식수(보통주),"111,355,765","111,355,765","111,355,765","111,355,765","111,355,765",,,
