주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,685","1,820","3,006","3,279","3,550"
영업이익,35,37,85,-447,46
영업이익(발표기준),35,37,85,-447,46
세전계속사업이익,93,27,11,-631,131
당기순이익,69,22,7,-639,120
  당기순이익(지배),67,42,19,-642,115
  당기순이익(비지배),2,-20,-13,3,5
자산총계,"1,803","2,195","3,320","2,819","3,851"
부채총계,"1,026","1,417","2,558","2,696","3,351"
자본총계,777,777,762,123,500
  자본총계(지배),762,780,755,113,491
  자본총계(비지배),15,,8,10,9
자본금,65,65,65,65,88
영업활동현금흐름,30,-68,503,-844,593
투자활동현금흐름,-16,-63,-59,-69,23
재무활동현금흐름,-9,113,-93,553,132
CAPEX,20,5,13,10,8
FCF,10,-73,491,-854,585
이자발생부채,45,136,213,780,723
영업이익률,2.05,2.05,2.83,-13.63,1.31
순이익률,4.09,1.21,0.22,-19.49,3.37
ROE(%),9.26,5.41,2.52,-148.07,38.07
ROA(%),4.13,1.10,0.25,-20.82,3.59
부채비율,132.00,182.36,335.56,"2,183.46",670.91
자본유보율,"1,071.92","1,088.54","1,047.79",58.23,453.81
EPS(원),483,299,139,"-4,612",740
PER(배),9.28,13.32,46.21,N/A,8.33
BPS(원),"5,470","5,596","5,418",811,"2,787"
PBR(배),0.82,0.71,1.18,12.45,2.21
현금DPS(원),93,75,28,0,
현금배당수익률,2.08,1.87,0.44,0.00,
현금배당성향(%),19.33,24.97,20.20,0.00,
발행주식수(보통주),"13,928,996","13,928,996","13,928,996","13,928,996","17,600,000"
