주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"191,660","207,804","205,126","180,234","228,499","285,591","281,830","282,617"
영업이익,"13,676","10,261","3,313",730,"24,475","26,862","24,344","23,644"
영업이익(발표기준),"13,676","10,261","3,313",730,"24,475",,,
세전계속사업이익,"10,813","5,698",517,"-5,039","21,491","23,841","21,385","20,960"
당기순이익,"7,275","4,080",256,"-4,401","15,052","17,346","15,536","15,139"
  당기순이익(지배),"7,161","3,987",171,"-4,300","14,614","16,916","15,142","14,788"
  당기순이익(비지배),114,93,85,-101,437,,,
자산총계,"333,738","333,049","343,663","348,450","370,423","386,640","393,122","400,774"
부채총계,"163,383","162,818","171,326","181,520","187,819","187,029","178,969","172,044"
자본총계,"170,355","170,231","172,337","166,930","182,604","199,611","214,154","228,730"
  자본총계(지배),"167,155","166,960","168,984","163,454","178,686","195,320","209,524","223,831"
  자본총계(비지배),"3,200",,"3,354","3,476","3,918",,,
자본금,"6,672","6,672","6,672","6,672","6,672","6,671","6,671","6,671"
영업활동현금흐름,"17,198","15,753","6,264","20,084","20,029","25,064","29,696","28,752"
투자활동현금흐름,"-12,342","-11,648","-11,629","-24,378","-6,634","-13,322","-12,143","-12,779"
재무활동현금흐름,"-4,503","-4,185","6,907","4,545","-8,873","-6,647","-9,973","-10,006"
CAPEX,"12,011","11,980","11,572","10,336","9,045","13,048","12,678","13,116"
FCF,"5,187","3,773","-5,308","9,748","10,984","11,300","17,182","16,362"
이자발생부채,"115,492","112,858","122,172","136,295","130,362",,,
영업이익률,7.13,4.94,1.62,0.41,10.71,9.41,8.64,8.37
순이익률,3.80,1.96,0.13,-2.44,6.59,6.07,5.51,5.36
ROE(%),4.35,2.39,0.10,-2.59,8.54,9.05,7.48,6.83
ROA(%),2.21,1.22,0.08,-1.27,4.19,4.58,3.98,3.81
부채비율,95.91,95.64,99.41,108.74,102.86,93.70,83.57,75.22
자본유보율,"2,276.91","2,319.31","2,308.48","2,224.00","2,437.63",,,
EPS(원),"5,366","2,988",128,"-3,222","10,951","12,676","11,347","11,082"
PER(배),10.92,15.15,245.36,N/A,3.74,3.19,3.57,3.65
BPS(원),"127,336","127,188","128,729","124,257","135,836","148,481","159,278","170,155"
PBR(배),0.46,0.36,0.24,0.32,0.30,0.27,0.25,0.24
현금DPS(원),750,750,750,500,"1,000","1,010","1,003","1,011"
현금배당수익률,1.28,1.66,2.38,1.26,2.44,2.49,2.48,2.50
현금배당성향(%),13.75,24.70,575.59,-15.30,9.00,7.97,8.84,9.12
발행주식수(보통주),"133,445,785","133,445,785","133,445,785","133,445,785","133,445,785",,,
