주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"10,760","12,806","11,214","11,327","15,771"
영업이익,565,686,421,460,"2,047"
영업이익(발표기준),565,686,421,460,"2,047"
세전계속사업이익,556,652,407,421,"2,104"
당기순이익,420,466,355,308,"1,571"
  당기순이익(지배),411,450,350,294,"1,577"
  당기순이익(비지배),10,16,5,13,-6
자산총계,"7,885","8,544","9,054","9,306","14,164"
부채총계,"3,207","3,548","3,709","3,783","6,014"
자본총계,"4,679","4,996","5,345","5,522","8,149"
  자본총계(지배),"4,582","4,886","5,230","5,393","8,010"
  자본총계(비지배),97,,115,130,139
자본금,291,291,291,291,451
영업활동현금흐름,301,-121,879,790,-259
투자활동현금흐름,-769,-112,"-1,020",-653,"-1,721"
재무활동현금흐름,219,349,-21,131,"1,953"
CAPEX,441,412,705,360,754
FCF,-140,-534,174,431,"-1,013"
이자발생부채,"1,372","1,867","1,934","2,166","3,287"
영업이익률,5.25,5.36,3.75,4.06,12.98
순이익률,3.91,3.64,3.17,2.72,9.96
ROE(%),9.18,9.50,6.93,5.54,23.53
ROA(%),5.71,5.68,4.04,3.35,13.39
부채비율,68.54,71.00,69.40,68.51,73.80
자본유보율,"1,517.37","1,637.40","1,766.54","1,838.88","1,694.19"
EPS(원),"5,470","5,991","4,667","3,919","19,643"
PER(배),8.94,5.90,7.81,10.68,2.88
BPS(원),"62,209","67,244","71,978","75,469","92,708"
PBR(배),0.79,0.53,0.51,0.55,0.61
현금DPS(원),"1,161","1,161","1,161",928,"2,200"
현금배당수익률,2.37,3.28,3.18,2.22,3.89
현금배당성향(%),20.69,18.56,23.82,22.21,12.05
발행주식수(보통주),"7,509,915","7,509,915","7,509,915","7,509,915","9,010,616"
