주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,552,565,596,312,293
영업이익,-20,-22,6,-100,-98
영업이익(발표기준),-20,-22,6,-100,-98
세전계속사업이익,349,-3,8,-91,-1
당기순이익,271,-2,7,-68,-6
  당기순이익(지배),271,-2,7,-68,-6
  당기순이익(비지배),,,,,
자산총계,678,804,800,670,627
부채총계,207,185,290,291,268
자본총계,471,619,510,379,359
  자본총계(지배),471,619,510,379,359
  자본총계(비지배),,,,,
자본금,71,71,71,71,71
영업활동현금흐름,-21,-35,60,24,-52
투자활동현금흐름,227,121,-23,13,173
재무활동현금흐름,-204,-98,-40,1,-36
CAPEX,48,41,31,10,1
FCF,-69,-77,30,14,-53
이자발생부채,0,16,103,130,125
영업이익률,-3.64,-3.98,0.94,-32.08,-33.55
순이익률,49.06,-0.37,1.21,-21.70,-1.94
ROE(%),63.04,-0.38,1.28,-15.21,-1.54
ROA(%),45.03,-0.28,0.90,-9.20,-0.88
부채비율,43.92,29.94,56.94,76.65,74.53
자본유보율,561.00,457.33,326.38,209.07,181.45
EPS(원),"18,964",-145,506,"-4,732",-397
PER(배),4.99,N/A,138.47,N/A,N/A
BPS(원),"33,032","43,365","35,741","26,586","25,177"
PBR(배),2.87,1.83,1.96,2.65,2.67
현금DPS(원),"15,300","6,000","5,000","3,000","2,500"
현금배당수익률,16.16,7.56,7.14,4.26,3.71
현금배당성향(%),80.56,"-4,131.32",648.34,-63.30,-628.13
발행주식수(보통주),"1,429,220","1,429,220","1,429,220","1,429,220","1,429,220"
