주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"36,316","31,121","26,051","20,025","32,440","44,922","48,478","50,013"
영업이익,"2,844","1,587","-1,806",-861,"6,260","8,355","9,020","8,993"
영업이익(발표기준),"2,844","1,587","-1,806",-861,"6,260",,,
세전계속사업이익,"2,797","1,305","-10,122","-3,501","6,120","8,266","9,000","8,994"
당기순이익,"2,326","1,038","-8,074","-2,512","6,521","6,547","7,148","7,144"
  당기순이익(지배),"2,349","1,038","-7,944","-2,462","6,476","6,526","7,126","7,118"
  당기순이익(비지배),-23,0,-130,-50,44,,,
자산총계,"60,778","56,596","48,112","44,372","57,041","62,551","68,358","74,148"
부채총계,"26,621","21,670","21,255","20,515","25,803","25,712","25,124","24,582"
자본총계,"34,157","34,926","26,857","23,857","31,238","36,838","43,233","49,565"
  자본총계(지배),"33,523","34,294","26,357","23,410","30,714","36,294","42,666","48,973"
  자본총계(비지배),634,,500,447,524,,,
자본금,"1,272","1,272","1,272","1,272","1,272","1,271","1,271","1,271"
영업활동현금흐름,"4,803","6,765",-399,"-1,185","3,777","6,176","7,921","8,164"
투자활동현금흐름,"4,157","-3,989","-2,715",62,"-2,836","-1,977","-2,182","-1,572"
재무활동현금흐름,"-2,951","-4,602",427,769,"1,367",-990,"-1,529","-1,748"
CAPEX,"1,127","2,767","2,306",733,945,"1,500","2,050","2,450"
FCF,"3,676","3,999","-2,705","-1,918","2,832","2,470",500,180
이자발생부채,"19,161","15,088","15,958","16,734","18,218",,,
영업이익률,7.83,5.10,-6.93,-4.30,19.30,18.60,18.61,17.98
순이익률,6.41,3.34,-30.99,-12.54,20.10,14.57,14.75,14.28
ROE(%),7.17,3.06,-26.20,-9.89,23.93,19.48,18.05,15.54
ROA(%),3.77,1.77,-15.42,-5.43,12.86,10.95,10.92,10.03
부채비율,77.94,62.05,79.14,85.99,82.60,69.80,58.11,49.60
자본유보율,"2,564.28","2,604.63","1,956.46","1,760.59","2,268.54",,,
EPS(원),"9,849","4,352","-33,308","-10,321","27,156","27,363","29,877","29,848"
PER(배),13.81,24.59,N/A,N/A,3.83,3.80,3.48,3.48
BPS(원),"140,563","143,796","110,515","98,978","128,783","152,181","178,899","205,342"
PBR(배),0.97,0.74,0.57,0.94,0.81,0.68,0.58,0.51
현금DPS(원),"1,950",850,0,0,"2,000","1,867","2,200","2,200"
현금배당수익률,1.43,0.79,0.00,0.00,1.92,1.79,2.12,2.12
현금배당성향(%),19.80,19.53,0.00,0.00,7.36,6.82,7.36,7.37
발행주식수(보통주),"23,849,371","23,849,371","23,849,371","23,849,371","23,849,371",,,
