주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"44,082","46,302","46,083","39,276","51,523"
영업이익,937,140,"1,063",395,56
영업이익(발표기준),937,140,"1,063",395,56
세전계속사업이익,"1,230","1,053",-49,957,"1,744"
당기순이익,868,792,-524,563,"1,386"
  당기순이익(지배),844,781,-432,603,"1,318"
  당기순이익(비지배),23,11,-92,-40,68
자산총계,"34,601","35,654","35,950","37,314","39,993"
부채총계,"22,091","22,495","23,917","24,880","26,259"
자본총계,"12,510","13,159","12,033","12,435","13,734"
  자본총계(지배),"11,743","12,381","11,407","11,847","13,079"
  자본총계(비지배),767,,626,587,655
자본금,343,343,343,343,343
영업활동현금흐름,"-1,290","1,847",547,"1,751",513
투자활동현금흐름,"1,942",-268,-18,-729,-839
재무활동현금흐름,-460,"-2,215",-751,-255,-170
CAPEX,579,521,378,784,230
FCF,"-1,868","1,327",169,967,283
이자발생부채,"16,127","14,030","15,924","17,371","17,725"
영업이익률,2.13,0.30,2.31,1.01,0.11
순이익률,1.97,1.71,-1.14,1.43,2.69
ROE(%),7.39,6.47,-3.63,5.18,10.57
ROA(%),2.48,2.26,-1.46,1.54,3.59
부채비율,176.58,170.95,198.76,200.08,191.20
자본유보율,"3,403.22","3,582.96","3,420.56","3,562.15","3,905.82"
EPS(원),"12,306","11,384","-6,293","8,788","19,207"
PER(배),4.62,4.90,N/A,5.08,2.51
BPS(원),"203,112","214,142","197,299","204,909","226,210"
PBR(배),0.28,0.26,0.24,0.22,0.21
현금DPS(원),"2,000","2,000","2,200","2,200","2,200"
현금배당수익률,3.51,3.58,4.55,4.93,4.56
현금배당성향(%),13.70,14.81,-29.47,21.10,9.65
발행주식수(보통주),"6,860,000","6,860,000","6,860,000","6,860,000","6,860,000"
