주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,993","2,744","2,545","2,425","2,622","2,861","3,174","3,570"
영업이익,220,813,373,271,332,392,481,580
영업이익(발표기준),220,813,373,271,332,,,
세전계속사업이익,201,812,361,274,365,407,500,600
당기순이익,155,619,298,235,286,320,393,470
  당기순이익(지배),155,618,296,233,284,318,389,468
  당기순이익(비지배),0,1,2,1,2,,,
자산총계,"1,377","2,200","2,148","2,350","2,693","2,987","3,387","3,915"
부채총계,687,927,609,601,664,683,727,845
자본총계,690,"1,274","1,539","1,748","2,029","2,303","2,660","3,070"
  자본총계(지배),681,"1,264","1,528","1,737","2,017","2,290","2,643","3,055"
  자본총계(비지배),9,,11,11,13,,,
자본금,104,104,104,104,104,100,100,100
영업활동현금흐름,207,609,261,321,355,417,500,645
투자활동현금흐름,-112,-431,-275,-112,-234,-137,-110,-215
재무활동현금흐름,-60,-35,-44,-37,-38,-43,-47,-60
CAPEX,107,277,402,68,195,220,180,215
FCF,101,332,-142,253,160,200,340,435
이자발생부채,205,201,105,179,163,,,
영업이익률,11.06,29.64,14.65,11.17,12.65,13.71,15.17,16.25
순이익률,7.80,22.56,11.71,9.67,10.92,11.18,12.39,13.16
ROE(%),25.71,63.52,21.24,14.28,15.15,14.78,15.78,16.41
ROA(%),11.99,34.62,13.71,10.43,11.35,11.27,12.34,12.87
부채비율,99.58,72.76,39.60,34.40,32.70,29.67,27.32,27.52
자본유보율,495.09,"1,061.41","1,312.71","1,504.55","1,746.33",,,
EPS(원),"1,493","5,945","2,852","2,243","2,735","3,062","3,745","4,497"
PER(배),28.84,8.95,18.34,29.38,22.01,16.52,13.51,11.25
BPS(원),"6,641","12,321","14,890","16,927","19,654","22,318","25,761","29,773"
PBR(배),6.48,4.32,3.51,3.89,3.06,2.27,1.96,1.70
현금DPS(원),150,300,250,300,500,533,567,600
현금배당수익률,0.35,0.56,0.48,0.46,0.83,1.05,1.12,1.19
현금배당성향(%),9.92,4.98,8.65,13.20,18.05,17.42,15.13,13.34
발행주식수(보통주),"10,395,000","10,395,000","10,395,000","10,395,000","10,395,000",,,
