주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,501","5,560","5,811","5,211","6,277"
영업이익,-60,-248,-36,-31,76
영업이익(발표기준),-60,-248,-36,-31,76
세전계속사업이익,-36,-626,-230,-63,-141
당기순이익,-55,-636,-218,-84,-157
  당기순이익(지배),-20,-396,-138,-31,-161
  당기순이익(비지배),-35,-240,-80,-53,4
자산총계,"5,090","4,954","5,029","5,223","5,181"
부채총계,"3,223","3,562","3,789","4,031","4,170"
자본총계,"1,867","1,392","1,240","1,192","1,011"
  자본총계(지배),"1,650","1,317","1,166","1,148",880
  자본총계(비지배),217,,75,44,131
자본금,73,73,73,73,73
영업활동현금흐름,165,-217,-42,245,169
투자활동현금흐름,-223,-190,-247,-283,-397
재무활동현금흐름,-3,370,373,-62,221
CAPEX,345,259,301,269,228
FCF,-181,-476,-344,-24,-60
이자발생부채,"1,834","2,012","2,375","2,334","2,608"
영업이익률,-1.09,-4.47,-0.61,-0.59,1.21
순이익률,-1.00,-11.44,-3.75,-1.62,-2.50
ROE(%),-1.32,-26.68,-11.10,-2.68,-15.86
ROA(%),-1.14,-12.66,-4.36,-1.65,-3.02
부채비율,172.59,255.96,305.43,338.17,412.40
자본유보율,"1,828.19","1,192.98",973.41,872.60,550.00
EPS(원),-137,"-2,706",-942,-212,"-1,100"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"11,920","9,511","8,415","8,288","6,351"
PBR(배),0.29,0.65,0.43,0.43,0.70
현금DPS(원),150,150,150,150,150
현금배당수익률,4.37,2.42,4.17,4.25,3.36
현금배당성향(%),-103.68,-5.25,-15.08,-67.01,-12.93
발행주식수(보통주),"14,625,466","14,625,466","14,625,466","14,625,466","14,625,466"
