주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,637","5,635","5,196","4,306","5,168"
영업이익,196,234,108,159,406
영업이익(발표기준),196,234,108,159,406
세전계속사업이익,112,201,438,161,374
당기순이익,61,144,256,87,283
  당기순이익(지배),83,120,206,37,180
  당기순이익(비지배),-22,24,49,49,102
자산총계,"4,762","5,427","5,614","5,413","5,847"
부채총계,"2,171","2,324","2,182","1,957","1,992"
자본총계,"2,591","3,103","3,432","3,456","3,855"
  자본총계(지배),"1,861","2,271","2,364","2,329","2,625"
  자본총계(비지배),804,,"1,068","1,127","1,230"
자본금,146,146,146,146,146
영업활동현금흐름,399,183,598,266,617
투자활동현금흐름,-113,-141,-276,-39,-290
재무활동현금흐름,-330,-136,-125,-178,-356
CAPEX,153,208,259,118,114
FCF,246,-25,339,148,503
이자발생부채,"1,344","1,318","1,115","1,013",759
영업이익률,3.48,4.15,2.07,3.69,7.85
순이익률,1.08,2.56,4.92,2.02,5.47
ROE(%),4.56,5.82,8.91,1.59,7.28
ROA(%),1.25,2.84,4.63,1.57,5.02
부채비율,83.76,74.90,63.57,56.62,51.69
자본유보율,"1,253.28","1,312.13","1,372.94","1,375.17","1,480.80"
EPS(원),283,412,706,128,617
PER(배),18.37,13.56,8.08,46.07,10.86
BPS(원),"6,366","7,855","8,186","8,167","9,293"
PBR(배),0.82,0.71,0.70,0.72,0.72
현금DPS(원),200,220,370,240,270
현금배당수익률,3.85,3.94,6.48,4.07,4.03
현금배당성향(%),70.66,52.92,51.77,183.13,42.29
발행주식수(보통주),"29,228,750","29,228,750","29,228,750","29,228,750","29,228,750"
