주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,447,398,404,274,554
영업이익,-5,-113,-154,-83,-19
영업이익(발표기준),-5,-113,-154,-83,-19
세전계속사업이익,-110,-83,-336,-141,-195
당기순이익,-118,-83,-343,-141,-195
  당기순이익(지배),-118,-67,-343,-141,-195
  당기순이익(비지배),0,-16,0,,
자산총계,518,913,"1,173",906,"1,028"
부채총계,385,528,714,351,304
자본총계,133,385,458,555,724
  자본총계(지배),135,325,458,555,724
  자본총계(비지배),-1,,,,0
자본금,109,139,186,212,258
영업활동현금흐름,-214,-65,-198,-78,-257
투자활동현금흐름,-182,-292,-95,-149,19
재무활동현금흐름,426,356,343,66,241
CAPEX,114,75,57,38,55
FCF,-328,-139,-255,-116,-312
이자발생부채,274,401,286,216,149
영업이익률,-1.05,-28.43,-38.15,-30.36,-3.46
순이익률,-26.34,-20.96,-85.09,-51.34,-35.29
ROE(%),-85.82,-29.34,-87.65,-27.80,-30.57
ROA(%),-31.95,-11.65,-32.94,-13.56,-20.22
부채비율,288.37,137.16,155.81,63.14,42.05
자본유보율,105.55,175.47,135.63,152.55,172.02
EPS(원),-579,-280,"-1,088",-362,-402
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),615,"1,170","1,232","1,312","1,405"
PBR(배),10.17,4.84,6.33,2.74,3.41
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,0.00
발행주식수(보통주),"21,886,139","27,805,125","37,221,917","42,310,049","51,499,987"
