주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"94,183","100,927","101,518","104,443","130,891","138,263","142,763","151,056"
영업이익,"4,025","3,603","2,698","3,366","4,785","6,249","6,588","7,344"
영업이익(발표기준),"5,274","5,151","3,494","4,192","5,837",,,
세전계속사업이익,"3,742","2,809","1,597","3,031","4,003","4,692","5,003","5,868"
당기순이익,"3,648","4,877",928,"1,947","3,521","3,543","3,759","4,451"
  당기순이익(지배),"2,969","4,041",253,"1,268","2,778","2,741","2,910","3,411"
  당기순이익(비지배),680,835,675,679,743,,,
자산총계,"99,789","104,903","107,635","116,605","126,259","132,123","136,778","142,405"
부채총계,"63,468","61,307","64,922","72,120","79,157","81,583","82,776","83,810"
자본총계,"36,321","43,596","42,713","44,485","47,103","50,540","54,002","58,595"
  자본총계(지배),"27,217","31,636","31,662","32,673","35,466","37,825","40,425","44,089"
  자본총계(비지배),"9,104",,"11,051","11,812","11,637",,,
자본금,"1,610","1,610","1,610","1,610","1,610","1,610","1,610","1,610"
영업활동현금흐름,"2,374",499,"3,037","7,013","-1,332","6,062","6,320","6,364"
투자활동현금흐름,"-4,030","3,667","-1,663","-2,740","-4,442","-2,984","-3,023","-4,154"
재무활동현금흐름,"1,490","-2,315",472,"1,252","2,796",-863,-814,-308
CAPEX,"1,793","2,985","3,108","2,818","3,033","2,415","2,499","3,487"
FCF,582,"-2,486",-71,"4,195","-4,365","3,440","3,666","2,760"
이자발생부채,"37,908","38,442","42,015","44,653","50,589",,,
영업이익률,4.27,3.57,2.66,3.22,3.66,4.52,4.61,4.86
순이익률,3.87,4.83,0.91,1.86,2.69,2.56,2.63,2.95
ROE(%),11.48,13.73,0.80,3.94,8.15,7.48,7.44,8.07
ROA(%),3.71,4.76,0.87,1.74,2.90,2.74,2.80,3.19
부채비율,174.74,140.63,152.00,162.12,168.05,161.42,153.28,143.03
자본유보율,"1,662.86","1,942.82","1,934.40","1,989.50","2,177.57",,,
EPS(원),"9,219","12,551",787,"3,939","8,627","8,514","9,037","10,592"
PER(배),7.86,3.91,60.76,18.12,6.27,6.94,6.54,5.58
BPS(원),"98,018","113,934","114,028","117,666","127,727","136,221","145,585","158,782"
PBR(배),0.74,0.43,0.42,0.61,0.42,0.43,0.41,0.37
현금DPS(원),"1,250","1,250","1,450","1,450","1,450","1,490","1,510","1,533"
현금배당수익률,1.72,2.55,3.03,2.03,2.68,2.52,2.55,2.59
현금배당성향(%),11.69,8.59,158.94,31.74,14.49,17.50,16.71,14.48
발행주식수(보통주),"32,200,000","32,200,000","32,200,000","32,200,000","32,200,000",,,
