주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"233,873","234,601","243,421","239,167","248,980","256,997","266,571","274,553"
영업이익,"13,753","12,615","11,596","11,841","16,718","18,551","19,819","22,005"
영업이익(발표기준),"13,753","12,615","11,596","11,841","16,718",,,
세전계속사업이익,"8,370","10,907","9,763","9,751","19,784","19,109","20,597","23,054"
당기순이익,"5,615","7,623","6,659","7,034","14,594","13,964","15,138","16,956"
  당기순이익(지배),"4,767","6,885","6,158","6,580","13,569","12,640","14,009","15,578"
  당기순이익(비지배),848,738,502,454,"1,025",,,
자산총계,"297,309","321,888","345,401","336,625","371,593","378,719","391,202","403,578"
부채총계,"165,203","174,576","193,566","181,111","205,922","206,628","210,643","213,743"
자본총계,"132,106","147,313","151,835","155,514","165,672","172,115","180,575","190,024"
  자본총계(지배),"118,188","132,027","136,634","140,114","149,765","155,904","163,454","171,919"
  자본총계(비지배),"13,918",,"15,202","15,400","15,906",,,
자본금,"15,645","15,645","15,645","15,645","15,645","15,643","15,643","15,643"
영업활동현금흐름,"38,777","40,105","37,452","47,398","55,618","45,135","49,471","51,844"
투자활동현금흐름,"-34,832","-27,041","-38,875","-37,615","-51,375","-45,286","-40,078","-37,027"
재무활동현금흐름,"-13,635","-5,317","-2,497","-6,476",-413,"-4,622","-4,234","-5,714"
CAPEX,"24,422","22,609","32,633","32,076","34,950","30,711","31,697","27,203"
FCF,"14,355","17,496","4,818","15,323","20,668","11,458","13,796","22,034"
이자발생부채,"67,764","67,554","72,989","73,163","84,377",,,
영업이익률,5.88,5.38,4.76,4.95,6.71,7.22,7.43,8.02
순이익률,2.40,3.25,2.74,2.94,5.86,5.43,5.68,6.18
ROE(%),4.10,5.50,4.58,4.75,9.36,8.27,8.77,9.29
ROA(%),1.86,2.46,2.00,2.06,4.12,3.72,3.93,4.27
부채비율,125.05,118.51,127.48,116.46,124.30,120.05,116.65,112.48
자본유보율,730.56,816.18,835.75,869.01,941.37,,,
EPS(원),"1,826","2,637","2,358","2,520","5,197","4,841","5,365","5,966"
PER(배),16.57,11.30,11.45,9.52,5.89,7.76,7.00,6.29
BPS(원),"48,221","53,857","55,714","58,008","63,512","66,115","69,317","72,906"
PBR(배),0.63,0.55,0.48,0.41,0.48,0.57,0.54,0.52
현금DPS(원),"1,000","1,100","1,100","1,350","1,910","2,124","2,267","2,367"
현금배당수익률,3.31,3.69,4.07,5.63,6.24,5.66,6.04,6.30
현금배당성향(%),51.41,39.17,43.81,49.62,33.19,43.87,42.26,39.67
발행주식수(보통주),"261,111,808","261,111,808","261,111,808","261,111,808","261,111,808",,,
