주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"44,058","43,245","42,844","48,902","54,104"
영업이익,"1,090","1,050","1,344","2,714","3,322"
영업이익(발표기준),"1,090","1,050","1,344","2,714","3,322"
세전계속사업이익,"1,138",118,45,"1,824","2,421"
당기순이익,985,-45,-222,"1,666","1,704"
  당기순이익(지배),862,-47,-266,"1,493","1,388"
  당기순이익(비지배),123,2,44,174,316
자산총계,"36,884","34,739","36,186","37,081","39,663"
부채총계,"27,854","26,447","28,967","28,491","29,149"
자본총계,"9,029","8,292","7,219","8,590","10,514"
  자본총계(지배),"7,547","7,078","5,912","7,209","8,792"
  자본총계(비지배),"1,489","1,215","1,307","1,381","1,722"
자본금,657,685,685,685,685
영업활동현금흐름,562,273,"1,584","3,331","2,239"
투자활동현금흐름,-550,-812,-295,-648,"-1,911"
재무활동현금흐름,377,621,-898,"-2,832",-61
CAPEX,626,576,324,227,235
FCF,-64,-304,"1,260","3,104","2,004"
이자발생부채,"14,129","15,310","17,354","14,850","15,293"
영업이익률,2.47,2.43,3.14,5.55,6.14
순이익률,2.24,-0.11,-0.52,3.41,3.15
ROE(%),12.73,-0.64,-4.09,22.75,17.35
ROA(%),2.81,-0.13,-0.63,4.55,4.44
부채비율,308.48,318.94,401.25,331.66,277.24
자본유보율,961.56,903.84,853.28,"1,052.01","1,237.55"
EPS(원),"6,562",-353,"-1,940","10,892","10,129"
PER(배),9.36,N/A,N/A,2.00,3.26
BPS(원),"57,445","51,650","43,145","52,610","64,159"
PBR(배),1.07,0.60,0.41,0.41,0.52
현금DPS(원),500,500,500,500,550
현금배당수익률,0.81,1.62,2.85,2.29,1.66
현금배당성향(%),7.68,-147.19,-25.97,4.63,5.47
발행주식수(보통주),"12,061,185","12,626,426","12,626,426","12,626,426","12,626,426"
