주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"30,805","29,352","29,238","28,394","31,325"
영업이익,340,362,520,405,454
영업이익(발표기준),340,362,520,405,454
세전계속사업이익,293,347,421,388,622
당기순이익,157,207,258,288,445
  당기순이익(지배),77,123,161,214,382
  당기순이익(비지배),80,84,97,74,63
자산총계,"10,869","10,783","10,969","11,108","11,202"
부채총계,"6,465","6,367","6,703","6,939","7,034"
자본총계,"4,405","4,415","4,265","4,169","4,168"
  자본총계(지배),"3,785","3,795","3,661","3,614","3,640"
  자본총계(비지배),619,,605,556,528
자본금,182,182,182,182,182
영업활동현금흐름,"1,720",171,"1,058",52,542
투자활동현금흐름,"-1,259",-1,-403,348,-301
재무활동현금흐름,-319,-159,-535,-559,-430
CAPEX,36,74,75,42,25
FCF,"1,683",97,983,10,516
이자발생부채,146,200,601,555,556
영업이익률,1.10,1.23,1.78,1.43,1.45
순이익률,0.51,0.71,0.88,1.01,1.42
ROE(%),2.00,3.25,4.31,5.87,10.52
ROA(%),1.29,1.91,2.37,2.61,3.99
부채비율,146.76,144.22,157.16,166.43,168.77
자본유보율,"2,125.42","2,156.19","2,160.62","2,155.64","2,028.38"
EPS(원),214,343,447,599,"1,133"
PER(배),42.03,20.20,23.27,14.59,9.44
BPS(원),"10,891","11,148","11,236","11,485","11,569"
PBR(배),0.83,0.62,0.93,0.76,0.92
현금DPS(원),350,450,600,600,600
현금배당수익률,3.88,6.50,5.77,6.86,5.61
현금배당성향(%),157.90,124.40,121.70,88.38,49.46
발행주식수(보통주),"35,943,340","35,943,340","35,943,340","35,393,340","33,428,840"
