주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,621","1,681","1,951","2,226","2,509"
영업이익,141,114,124,118,191
영업이익(발표기준),141,114,124,118,191
세전계속사업이익,140,100,95,88,197
당기순이익,113,80,78,75,161
  당기순이익(지배),113,80,78,75,161
  당기순이익(비지배),,,,,
자산총계,"1,685","1,953","2,180","2,483","2,676"
부채총계,481,698,886,"1,151","1,218"
자본총계,"1,204","1,255","1,295","1,332","1,457"
  자본총계(지배),"1,204","1,255","1,295","1,332","1,457"
  자본총계(비지배),,,,,
자본금,30,30,30,30,30
영업활동현금흐름,90,132,31,-54,320
투자활동현금흐름,-122,-193,-177,-122,-217
재무활동현금흐름,-97,154,124,180,-153
CAPEX,127,199,184,128,220
FCF,-37,-67,-153,-182,100
이자발생부채,308,512,706,922,821
영업이익률,8.68,6.77,6.33,5.29,7.60
순이익률,6.97,4.78,4.02,3.38,6.41
ROE(%),9.68,6.54,6.15,5.72,11.52
ROA(%),6.81,4.42,3.80,3.22,6.23
부채비율,39.94,55.60,68.41,86.38,83.59
자본유보율,"3,913.04","4,083.91","4,215.40","4,341.02","4,757.98"
EPS(원),"18,830","13,393","13,076","12,528","26,792"
PER(배),15.29,13.63,11.43,13.97,7.02
BPS(원),"200,652","209,196","215,770","222,051","242,899"
PBR(배),1.44,0.87,0.69,0.79,0.77
현금DPS(원),"6,000","6,000","6,000","6,000","6,500"
현금배당수익률,2.08,3.29,4.01,3.43,3.46
현금배당성향(%),31.86,44.80,45.89,47.89,24.26
발행주식수(보통주),"600,000","600,000","600,000","600,000","600,000"
