주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"2,084","1,807","1,597","1,368","1,759"
영업이익,3,-31,-93,-48,13
영업이익(발표기준),3,-31,-93,-48,13
세전계속사업이익,8,-5,-66,-22,55
당기순이익,6,-7,-61,-46,54
  당기순이익(지배),6,-7,-61,-46,54
  당기순이익(비지배),,,,,
자산총계,"1,568","1,621","1,583","1,465","1,559"
부채총계,336,378,337,263,301
자본총계,"1,231","1,243","1,246","1,202","1,258"
  자본총계(지배),"1,231","1,243","1,246","1,202","1,258"
  자본총계(비지배),,,,,
자본금,110,110,110,110,110
영업활동현금흐름,-62,83,39,14,138
투자활동현금흐름,14,-86,-91,-37,-58
재무활동현금흐름,,-2,44,-20,-2
CAPEX,35,40,32,79,21
FCF,-96,43,7,-65,117
이자발생부채,0,0,3,1,1
영업이익률,0.14,-1.73,-5.82,-3.49,0.72
순이익률,0.28,-0.37,-3.84,-3.33,3.06
ROE(%),0.47,-0.55,-4.93,-3.72,4.37
ROA(%),0.37,-0.42,-3.83,-2.99,3.56
부채비율,27.31,30.40,27.07,21.91,23.93
자본유보율,"1,032.19","1,046.60","1,032.29",993.30,"1,041.11"
EPS(원),26,-31,-279,-207,245
PER(배),81.92,N/A,N/A,N/A,10.90
BPS(원),"6,219","6,279","5,961","6,071","6,354"
PBR(배),0.35,0.29,0.46,0.43,0.42
현금DPS(원),10,10,0,0,10
현금배당수익률,0.46,0.55,0.00,0.00,0.38
현금배당성향(%),33.98,-29.36,0.00,0.00,3.68
발행주식수(보통주),"22,000,000","22,000,000","22,000,000","22,000,000","22,000,000"
