주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"225,717","251,739","244,226","214,724","339,489","379,465","370,024","414,040"
영업이익,"4,013","4,726","6,053","4,745","5,854","7,707","7,473","7,927"
영업이익(발표기준),"4,013","4,726","6,053","4,745","5,854",,,
세전계속사업이익,"2,480","1,761","3,300","3,272","4,887","6,863","6,630","7,544"
당기순이익,"1,668","1,157","2,024","2,295","3,565","4,938","4,755","5,421"
  당기순이익(지배),"1,759","1,552","2,094","2,386","3,608","4,868","4,696","5,327"
  당기순이익(비지배),-91,-394,-70,-90,-43,,,
자산총계,"91,700","98,810","89,594","83,280","107,707","110,809","115,137","127,240"
부채총계,"63,175","69,915","59,114","51,672","72,586","71,943","72,630","79,252"
자본총계,"28,525","28,895","30,481","31,609","35,121","38,866","42,507","47,988"
  자본총계(지배),"28,098","28,873","30,477","31,581","34,864","38,576","42,162","47,446"
  자본총계(비지배),427,,3,28,257,,,
자본금,"6,169","6,169","6,169","6,169","6,169","6,170","6,170","6,169"
영업활동현금흐름,"3,822","-1,461","16,090","11,186","-5,097","6,307","7,667","6,739"
투자활동현금흐름,"-2,316",-958,"-1,125","-1,095","-3,522","-3,234","-2,964","-5,355"
재무활동현금흐름,"-1,465","2,668","-14,619","-5,570","6,932","-1,812","-1,507",-367
CAPEX,728,990,840,732,"1,829","2,736","2,106","2,788"
FCF,"3,095","-2,451","15,250","10,454","-6,926","4,158","6,218","3,303"
이자발생부채,"40,328","43,894","34,119","29,656","38,782",,,
영업이익률,1.78,1.88,2.48,2.21,1.72,2.03,2.02,1.91
순이익률,0.74,0.46,0.83,1.07,1.05,1.30,1.29,1.31
ROE(%),6.60,5.45,7.06,7.69,10.86,13.26,11.63,11.89
ROA(%),1.91,1.21,2.15,2.66,3.73,4.52,4.21,4.47
부채비율,221.47,241.96,193.94,163.47,206.67,185.11,170.86,165.15
자본유보율,356.28,370.62,391.53,416.01,462.13,,,
EPS(원),"1,444","1,258","1,697","1,934","2,924","3,946","3,806","4,318"
PER(배),12.57,14.47,10.99,7.52,7.68,6.02,6.24,5.50
BPS(원),"22,774","23,402","24,703","25,598","28,259","31,268","34,174","38,457"
PBR(배),0.80,0.78,0.75,0.57,0.79,0.76,0.69,0.62
현금DPS(원),500,600,700,700,800,900,929,880
현금배당수익률,2.75,3.30,3.75,4.81,3.56,3.79,3.91,3.71
현금배당성향(%),35.07,47.70,41.24,36.20,27.36,22.81,24.39,20.38
발행주식수(보통주),"123,375,149","123,375,149","123,375,149","123,375,149","123,375,149",,,
