주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"9,964","12,594","13,840","3,770","2,731","7,900","14,786","16,718"
영업이익,"1,013","1,012",-329,"-3,358","-3,172","-1,319","1,190","2,410"
영업이익(발표기준),"1,013","1,012",-329,"-3,358","-3,172",,,
세전계속사업이익,"1,012",933,-475,"-4,051","-3,548","-1,616",876,"2,074"
당기순이익,778,709,-331,"-3,065","-2,723","-1,283",670,"1,586"
  당기순이익(지배),778,709,-331,"-3,065","-2,723","-1,310",658,"1,586"
  당기순이익(비지배),,,,,,,,
자산총계,"8,004","10,316","14,675","11,686","12,668","12,411","13,458","17,137"
부채총계,"4,690","6,492","11,424","9,518","10,827","11,742","12,127","13,244"
자본총계,"3,314","3,824","3,251","2,168","1,841",669,"1,331","3,893"
  자본총계(지배),"3,314","3,824","3,251","2,168","1,841",491,"1,198","4,606"
  자본총계(비지배),,,,,,,,
자본금,"1,318","1,318","1,318","1,925",498,503,503,499
영업활동현금흐름,"1,446","1,215",839,"-2,855",-837,-421,"1,890","2,511"
투자활동현금흐름,"-2,234",-63,"-1,325",953,627,-510,"-1,270",-651
재무활동현금흐름,202,47,"-1,462","2,616","2,140",467,-168,-300
CAPEX,"1,332","1,535",414,167,242,603,"1,524",922
FCF,114,-320,425,"-3,022","-1,079",-717,303,920
이자발생부채,545,"1,141","5,692","6,304","6,810",,,
영업이익률,10.17,8.04,-2.38,-89.07,-116.14,-16.70,8.05,14.41
순이익률,7.81,5.63,-2.39,-81.28,-99.71,-16.24,4.53,9.48
ROE(%),25.79,19.86,-9.36,-113.11,-135.83,-112.34,77.89,54.63
ROA(%),11.11,7.74,-2.65,-23.25,-22.36,-10.23,5.18,10.37
부채비율,141.51,169.76,351.38,438.98,588.12,"1,755.21",911.35,340.20
자본유보율,155.20,191.60,148.40,-9.81,122.78,,,
EPS(원),"2,541","2,314","-1,081","-9,070","-6,503","-2,632","1,322","3,186"
PER(배),12.13,12.64,N/A,N/A,N/A,N/A,15.46,6.42
BPS(원),"10,869","12,506","10,637","5,392","3,705",988,"2,412","9,270"
PBR(배),2.84,2.34,2.20,3.25,4.75,20.70,8.48,2.21
현금DPS(원),516,559,0,0,,0,0,0
현금배당수익률,1.67,1.91,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),20.22,24.12,0.00,0.00,,,,
발행주식수(보통주),"30,635,768","30,635,768","30,635,768","40,278,558","49,759,668",,,
