주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,099","8,487","9,920","15,774","14,107"
영업이익,224,864,874,"1,366","1,696"
영업이익(발표기준),224,864,874,"1,366","1,696"
세전계속사업이익,251,870,894,"1,379","1,712"
당기순이익,154,631,584,"1,069","1,268"
  당기순이익(지배),44,543,485,964,"1,173"
  당기순이익(비지배),109,88,99,105,95
자산총계,"69,983","70,432","84,224","99,596","95,837"
부채총계,"62,907","62,823","76,109","90,375","85,352"
자본총계,"7,077","7,609","8,116","9,221","10,484"
  자본총계(지배),"6,096","6,577","6,997","8,003","9,170"
  자본총계(비지배),981,,"1,119","1,217","1,315"
자본금,"2,122","2,122","2,122","2,122","2,122"
영업활동현금흐름,"-1,315","1,688","-6,205","3,091","-1,972"
투자활동현금흐름,68,-24,61,-124,-228
재무활동현금흐름,"1,395","-1,598","6,060","-2,455","3,707"
CAPEX,18,25,22,27,68
FCF,,,,,
이자발생부채,"12,883","12,041","13,027","14,038","19,051"
영업이익률,2.46,10.18,8.81,8.66,12.02
순이익률,1.69,7.44,5.89,6.78,8.99
ROE(%),0.73,8.58,7.15,12.86,13.66
ROA(%),0.07,0.77,0.63,1.05,1.20
부채비율,888.92,825.68,937.78,980.15,814.09
자본유보율,237.00,262.06,285.96,338.01,397.56
EPS(원),104,"1,280","1,144","2,271","2,763"
PER(배),38.34,3.47,3.70,2.05,2.38
BPS(원),"14,713","15,875","16,889","19,318","22,133"
PBR(배),0.27,0.28,0.25,0.24,0.30
현금DPS(원),100,250,250,300,500
현금배당수익률,2.50,5.62,5.90,6.44,7.60
현금배당성향(%),93.44,19.06,21.34,12.89,17.66
발행주식수(보통주),"42,446,389","42,446,389","42,446,389","42,446,389","42,446,389"
