주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,251","3,633","3,814","4,587","6,554","8,105","9,271","10,992"
영업이익,339,268,270,435,863,"1,646","2,008","2,304"
영업이익(발표기준),339,268,270,435,863,,,
세전계속사업이익,294,245,219,378,895,"1,759","1,995","2,265"
당기순이익,239,207,182,300,711,"1,373","1,565","1,781"
  당기순이익(지배),240,208,183,300,713,"1,376","1,568","1,782"
  당기순이익(비지배),-1,-1,-1,,-2,,,
자산총계,"2,904","3,062","3,266","3,832","4,749","6,106","7,671","9,457"
부채총계,"1,093","1,099","1,180","1,514","1,806","1,887","2,009","2,184"
자본총계,"1,811","1,964","2,085","2,318","2,943","4,219","5,662","7,272"
  자본총계(지배),"1,809","1,963","2,085","2,318","2,943","4,289","5,812","7,275"
  자본총계(비지배),1,,,,,,,
자본금,850,850,850,850,850,850,850,850
영업활동현금흐름,237,368,335,444,571,"1,537","1,790","1,966"
투자활동현금흐름,-365,-296,-319,-388,-335,-536,-606,-551
재무활동현금흐름,106,-105,-31,98,-178,-137,-165,-165
CAPEX,365,299,285,368,276,468,525,333
FCF,-128,69,50,76,295,"1,026","1,186","1,405"
이자발생부채,726,678,709,860,779,,,
영업이익률,10.42,7.37,7.09,9.49,13.17,20.30,21.66,20.96
순이익률,7.35,5.71,4.78,6.54,10.84,16.94,16.88,16.20
ROE(%),14.02,11.05,9.06,13.62,27.09,38.06,31.05,27.23
ROA(%),8.83,6.95,5.76,8.45,16.56,25.30,22.71,20.80
부채비율,60.37,55.96,56.61,65.29,61.37,44.74,35.49,30.04
자본유보율,112.88,130.98,145.34,172.75,246.25,,,
EPS(원),"1,410","1,226","1,078","1,764","4,192","8,096","9,224","10,482"
PER(배),11.70,10.56,14.65,13.83,11.65,8.57,7.52,6.62
BPS(원),"10,644","11,549","12,267","13,638","17,313","25,228","34,188","42,794"
PBR(배),1.55,1.12,1.29,1.79,2.82,2.75,2.03,1.62
현금DPS(원),300,300,350,450,600,714,771,950
현금배당수익률,1.82,2.32,2.22,1.84,1.23,1.03,1.11,1.37
현금배당성향(%),21.27,24.47,32.46,25.51,14.31,8.82,8.36,9.06
발행주식수(보통주),"17,000,000","17,000,000","17,000,000","17,000,000","17,000,000",,,
