주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"68,129","67,951","68,833","64,531","71,411","77,372","82,488","86,647"
영업이익,"7,934","7,027","5,440","6,283","6,422","6,243","7,792","8,769"
영업이익(발표기준),"7,934","7,027","5,440","6,283","6,422",,,
세전계속사업이익,"7,430","6,977","5,899","5,783","7,255","6,566","8,290","9,413"
당기순이익,"6,065","5,304","4,296","3,852","6,043","5,086","6,339","7,209"
  당기순이익(지배),"5,991","5,222","4,195","3,723","5,978","4,966","6,188","7,030"
  당기순이익(비지배),74,82,101,129,65,,,
자산총계,"95,188","97,964","101,646","106,585","117,039","124,529","132,223","140,254"
부채총계,"31,453","30,061","29,774","32,464","34,988","37,854","39,811","41,298"
자본총계,"63,735","67,903","71,872","74,121","82,051","86,674","92,413","98,955"
  자본총계(지배),"63,587","67,655","71,568","73,775","81,678","86,334","92,122","98,681"
  자본총계(비지배),148,,305,347,374,,,
자본금,619,619,619,619,619,620,620,620
영업활동현금흐름,"8,517","11,235","7,603","12,909","8,415","9,927","11,873","11,953"
투자활동현금흐름,"-3,443","-5,948","-2,413","-10,043","-7,666","-5,608","-6,092","-5,970"
재무활동현금흐름,"-2,817","-5,828","-2,448","-1,004",-791,-624,"-1,081","-1,114"
CAPEX,"4,723","3,236","2,722","3,122","3,275","4,785","4,814","4,580"
FCF,"3,794","7,999","4,881","9,787","5,140","4,521","5,966","6,518"
이자발생부채,"19,735","16,324","17,190","17,190","18,204",,,
영업이익률,11.65,10.34,7.90,9.74,8.99,8.07,9.45,10.12
순이익률,8.90,7.80,6.24,5.97,8.46,6.57,7.68,8.32
ROE(%),9.74,7.96,6.03,5.12,7.69,5.91,6.93,7.37
ROA(%),6.34,5.49,4.30,3.70,5.41,4.21,4.94,5.29
부채비율,49.35,44.27,41.43,43.80,42.64,43.67,43.08,41.73
자본유보율,"10,514.55","11,251.23","11,812.77","12,331.94","13,180.13",,,
EPS(원),"4,836","4,216","3,387","3,006","4,826","4,009","4,996","5,675"
PER(배),11.29,9.52,9.91,13.11,8.23,8.92,7.16,6.30
BPS(원),"51,341","54,626","57,785","60,477","66,955","70,772","75,517","80,894"
PBR(배),1.06,0.74,0.58,0.65,0.59,0.51,0.47,0.44
현금DPS(원),400,450,550,650,700,782,841,882
현금배당수익률,0.73,1.12,1.64,1.65,1.76,2.19,2.35,2.47
현금배당성향(%),8.27,10.67,16.24,21.30,14.28,19.50,16.83,15.54
발행주식수(보통주),"123,875,069","123,875,069","123,875,069","123,875,069","123,875,069",,,
