주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,395,754","2,437,714","2,304,009","2,368,070","2,796,048","3,267,385","3,455,829","3,588,141"
영업이익,"536,450","588,867","277,685","359,939","516,339","635,319","660,937","683,538"
영업이익(발표기준),"536,450","588,867","277,685","359,939","516,339",,,
세전계속사업이익,"561,960","611,600","304,322","363,451","533,518","656,298","683,405","712,340"
당기순이익,"421,867","443,449","217,389","264,078","399,074","489,095","508,772","532,114"
  당기순이익(지배),"413,446","438,909","215,051","260,908","392,438","480,628","500,837","523,757"
  당기순이익(비지배),"8,422","4,540","2,338","3,170","6,637",,,
자산총계,"3,017,521","3,393,572","3,525,645","3,782,357","4,266,212","4,714,779","5,151,740","5,641,276"
부채총계,"872,607","916,041","896,841","1,022,877","1,217,212","1,265,232","1,308,585","1,368,312"
자본총계,"2,144,914","2,477,532","2,628,804","2,759,480","3,048,999","3,449,546","3,843,155","4,272,964"
  자본총계(지배),"2,072,134","2,400,690","2,549,155","2,676,703","2,962,377","3,359,439","3,743,726","4,159,416"
  자본총계(비지배),"72,780","76,842","79,649","82,777","86,622",,,
자본금,"8,975","8,975","8,975","8,975","8,975","8,979","8,979","8,979"
영업활동현금흐름,"621,620","670,319","453,829","652,870","651,054","811,052","905,027","1,012,046"
투자활동현금흐름,"-493,852","-522,405","-399,482","-536,286","-330,478","-576,044","-558,286","-583,417"
재무활동현금흐름,"-125,609","-150,902","-94,845","-83,278","-239,910","-110,425","-111,236","-153,025"
CAPEX,"427,922","295,564","253,678","375,920","471,221","479,377","490,168","498,304"
FCF,"193,698","374,755","200,152","276,950","179,833","335,423","378,937","447,925"
이자발생부채,"188,140","146,671","184,120","202,174","183,921",,,
영업이익률,22.39,24.16,12.05,15.20,18.47,19.44,19.13,19.05
순이익률,17.61,18.19,9.44,11.15,14.27,14.97,14.72,14.83
ROE(%),21.01,19.63,8.69,9.98,13.92,15.20,14.10,13.25
ROA(%),14.96,13.83,6.28,7.23,9.92,10.89,10.31,9.86
부채비율,40.68,36.97,34.12,37.07,39.92,36.68,34.05,32.02
자본유보율,"24,536.12","27,531.92","28,856.02","30,692.79","33,143.62",,,
EPS(원),"5,421","6,024","3,166","3,841","5,777","7,076","7,373","7,711"
PER(배),9.40,6.42,17.63,21.09,13.55,9.40,9.02,8.62
BPS(원),"30,427","35,342","37,528","39,406","43,611","49,457","55,114","61,234"
PBR(배),1.67,1.09,1.49,2.06,1.80,1.34,1.21,1.09
현금DPS(원),850,"1,416","1,416","2,994","1,444","1,613","1,808","1,709"
현금배당수익률,1.67,3.66,2.54,3.70,1.84,2.43,2.72,2.57
현금배당성향(%),14.09,21.92,44.73,77.95,25.00,20.04,21.55,19.48
발행주식수(보통주),"6,454,924,700","5,969,782,550","5,969,782,550","5,969,782,550","5,969,782,550",,,
