주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,523","7,080","8,166","8,574","9,502"
영업이익,140,110,161,252,288
영업이익(발표기준),391,262,380,325,589
세전계속사업이익,334,188,354,300,491
당기순이익,308,180,307,226,429
  당기순이익(지배),301,180,307,226,429
  당기순이익(비지배),7,0,0,0,0
자산총계,"9,388","9,165","9,108","9,232","9,499"
부채총계,"2,736","2,635","2,651","2,645","2,596"
자본총계,"6,652","6,531","6,457","6,587","6,903"
  자본총계(지배),"6,652","6,531","6,457","6,587","6,903"
  자본총계(비지배),0,,0,0,0
자본금,311,318,324,330,337
영업활동현금흐름,-337,27,130,138,137
투자활동현금흐름,-230,39,-325,-68,-22
재무활동현금흐름,-61,-182,91,-90,-110
CAPEX,22,8,13,11,18
FCF,-359,19,118,127,119
이자발생부채,250,200,454,514,565
영업이익률,2.14,1.55,1.98,2.93,3.03
순이익률,4.72,2.54,3.77,2.64,4.52
ROE(%),4.59,2.73,4.73,3.46,6.37
ROA(%),3.23,1.94,3.36,2.46,4.59
부채비율,41.14,40.34,41.06,40.15,37.61
자본유보율,"2,134.20","2,065.84","2,064.64","2,059.34","2,104.43"
EPS(원),438,263,448,329,626
PER(배),235.09,284.30,82.38,226.68,86.61
BPS(원),"9,881","9,704","9,595","9,790","10,261"
PBR(배),10.42,7.69,3.85,7.63,5.28
현금DPS(원),182,185,189,192,196
현금배당수익률,0.18,0.25,0.51,0.26,0.36
현금배당성향(%),40.55,69.01,41.26,57.23,30.72
발행주식수(보통주),"68,623,685","68,623,684","68,623,684","68,623,684","68,623,684"
