주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,099","1,123","1,068",935,"1,183"
영업이익,17,5,38,1,-8
영업이익(발표기준),17,5,38,1,-8
세전계속사업이익,-7,-117,38,-19,16
당기순이익,-8,-89,23,-14,5
  당기순이익(지배),-8,-88,23,-13,5
  당기순이익(비지배),0,-1,-1,0,
자산총계,"1,405","1,443","1,749","1,845","1,867"
부채총계,494,657,888,"1,013","1,028"
자본총계,911,785,861,832,839
  자본총계(지배),908,782,859,832,839
  자본총계(비지배),3,,2,,
자본금,210,210,210,210,210
영업활동현금흐름,75,-2,66,58,33
투자활동현금흐름,-58,-105,-282,-78,20
재무활동현금흐름,-17,121,223,105,-71
CAPEX,50,94,174,121,37
FCF,25,-96,-108,-63,-3
이자발생부채,210,364,529,636,608
영업이익률,1.55,0.43,3.54,0.10,-0.72
순이익률,-0.77,-7.91,2.13,-1.47,0.46
ROE(%),-0.86,-10.41,2.83,-1.59,0.65
ROA(%),-0.59,-6.24,1.42,-0.77,0.29
부채비율,54.15,83.70,103.05,121.77,122.54
자본유보율,365.97,308.57,308.55,296.58,298.60
EPS(원),-19,-209,55,-32,13
PER(배),N/A,N/A,42.61,N/A,245.33
BPS(원),"2,301","1,997","2,045","1,980","1,997"
PBR(배),1.06,0.91,1.15,1.97,1.59
현금DPS(원),50,35,50,20,35
현금배당수익률,2.04,1.93,2.12,0.51,1.10
현금배당성향(%),-242.86,-15.59,90.27,-62.46,270.44
발행주식수(보통주),"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000"
