주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,363","3,963","3,751","3,018","3,360"
영업이익,-375,161,192,136,206
영업이익(발표기준),-375,161,192,136,206
세전계속사업이익,-398,260,238,131,809
당기순이익,-309,198,166,83,590
  당기순이익(지배),-309,198,166,83,590
  당기순이익(비지배),,,,,
자산총계,"8,384","8,457","8,414","8,334","8,796"
부채총계,"2,339","2,382","2,243","2,359","2,267"
자본총계,"6,045","6,075","6,171","5,974","6,529"
  자본총계(지배),"6,045","6,075","6,171","5,974","6,529"
  자본총계(비지배),,,,,
자본금,837,837,856,856,856
영업활동현금흐름,334,367,329,525,16
투자활동현금흐름,-479,"-1,285",-264,-379,-34
재무활동현금흐름,-157,-185,-118,-285,-256
CAPEX,34,44,26,42,56
FCF,300,323,303,484,-40
이자발생부채,65,65,2,1,15
영업이익률,-8.59,4.06,5.13,4.52,6.13
순이익률,-7.09,5.00,4.44,2.76,17.56
ROE(%),-4.92,3.27,2.72,1.37,9.44
ROA(%),-3.58,2.35,1.97,1.00,6.89
부채비율,38.69,39.20,36.34,39.49,34.72
자본유보율,674.19,705.27,700.47,697.80,759.80
EPS(원),-930,596,501,251,"1,774"
PER(배),N/A,12.08,13.20,23.48,5.05
BPS(원),"20,722","22,707","23,066","25,310","29,158"
PBR(배),0.35,0.32,0.29,0.23,0.31
현금DPS(원),0,195,300,300,400
현금배당수익률,0.00,2.71,4.54,5.09,4.46
현금배당성향(%),0.00,26.21,48.22,88.51,15.13
발행주식수(보통주),"33,252,697","33,252,697","33,252,697","33,252,697","33,252,697"
