주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,193","4,830","5,138","6,582","6,241","6,214","6,642","6,727"
영업이익,810,"1,358","1,546","1,942","1,904","1,856","2,001","1,950"
영업이익(발표기준),810,"1,358","1,546","1,942","1,904",,,
세전계속사업이익,383,"1,174","1,380","1,691","1,979","1,881","2,039","1,992"
당기순이익,356,878,"1,103","1,248","1,563","1,457","1,574","1,548"
  당기순이익(지배),354,878,"1,103","1,123","1,255","1,163","1,260","1,202"
  당기순이익(비지배),3,,,125,308,,,
자산총계,"9,972","9,968","10,747","10,232","13,819","15,082","16,645","17,780"
부채총계,"5,926","4,785","4,276",953,"1,971","1,775","1,803","1,992"
자본총계,"4,046","5,183","6,472","9,279","11,848","13,357","14,841","16,024"
  자본총계(지배),"4,046","5,183","6,472","6,784","8,427","9,479","10,633","11,560"
  자본총계(비지배),,,,"2,494","3,422",,,
자본금,88,91,91,92,92,91,91,91
영업활동현금흐름,824,"1,563","1,644","2,018","1,895","1,615","1,754","1,618"
투자활동현금흐름,"-5,968",34,-502,-228,"-1,840",-259,-272,-299
재무활동현금흐름,"5,246","-1,431","-1,102","-1,648","1,183",-113,-112,-125
CAPEX,6,7,11,5,6,38,34,40
FCF,818,"1,556","1,634","2,013","1,889","1,345","1,365","1,418"
이자발생부채,"5,492","4,238","3,689",218,"1,147",,,
영업이익률,25.37,28.11,30.09,29.50,30.50,29.87,30.12,28.98
순이익률,11.16,18.17,21.46,18.96,25.04,23.44,23.70,23.01
ROE(%),9.04,19.02,18.93,16.94,16.50,13.00,12.53,10.83
ROA(%),4.97,8.80,10.65,11.90,13.00,10.08,9.92,8.99
부채비율,146.45,92.33,66.07,10.27,16.63,13.29,12.15,12.43
자본유보율,"5,192.30","6,059.62","7,201.94","7,861.02","9,161.99",,,
EPS(원),"2,027","4,869","6,040","6,127","6,828","6,332","6,858","6,540"
PER(배),25.50,12.28,8.25,9.82,8.48,6.82,6.30,6.61
BPS(원),"24,982","30,760","38,381","39,966","49,639","55,840","62,636","68,098"
PBR(배),2.07,1.94,1.30,1.51,1.17,0.77,0.69,0.63
현금DPS(원),350,350,350,350,700,697,718,729
현금배당수익률,0.68,0.59,0.70,0.58,1.21,1.61,1.66,1.69
현금배당성향(%),16.03,6.72,5.35,5.29,9.47,11.00,10.47,11.15
발행주식수(보통주),"17,595,514","18,247,298","18,260,502","18,374,502","18,374,502",,,
