주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,660,627,640,595,682
영업이익,177,136,141,127,141
영업이익(발표기준),177,136,141,127,141
세전계속사업이익,188,147,161,114,182
당기순이익,154,118,128,92,145
  당기순이익(지배),154,118,128,92,145
  당기순이익(비지배),,,,,
자산총계,"1,120","1,150","1,211","1,260","1,395"
부채총계,145,124,106,90,131
자본총계,975,"1,026","1,105","1,169","1,264"
  자본총계(지배),975,"1,026","1,105","1,169","1,264"
  자본총계(비지배),,,,,
자본금,6,6,6,6,6
영업활동현금흐름,161,93,153,127,100
투자활동현금흐름,2,-12,152,66,-181
재무활동현금흐름,-41,-86,-71,-33,-54
CAPEX,10,6,9,8,5
FCF,150,87,144,119,96
이자발생부채,41,26,2,2,8
영업이익률,26.76,21.73,22.05,21.36,20.74
순이익률,23.29,18.75,20.00,15.45,21.34
ROE(%),16.58,11.75,12.02,8.09,11.95
ROA(%),14.44,10.36,10.85,7.45,10.96
부채비율,14.85,12.10,9.57,7.71,10.39
자본유보율,"16,426.55","18,102.21","19,766.64","21,019.38","23,055.19"
EPS(원),"12,222","9,348","10,187","7,311","11,564"
PER(배),6.79,8.45,8.11,14.63,9.47
BPS(원),"84,110","93,897","104,039","112,021","124,759"
PBR(배),0.99,0.84,0.79,0.96,0.88
현금DPS(원),"1,500","1,500","1,500","1,500","1,500"
현금배당수익률,1.81,1.90,1.82,1.40,1.37
현금배당성향(%),11.32,13.94,12.43,17.03,10.46
발행주식수(보통주),"1,257,651","1,257,651","1,257,651","1,257,651","1,257,651"
