주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,685","6,970","12,677","13,113","10,093","13,832","15,000","15,915"
영업이익,197,411,"1,131",592,239,697,926,920
영업이익(발표기준),197,411,"1,131",592,239,,,
세전계속사업이익,-13,428,"1,214",526,503,838,"1,070","1,180"
당기순이익,-9,298,845,384,395,637,809,845
  당기순이익(지배),-9,298,845,384,395,637,810,845
  당기순이익(비지배),,,,,,,,
자산총계,"3,878","3,911","4,766","4,534","5,255","6,022","6,767","7,955"
부채총계,"2,898","2,613","2,520","2,005","2,266","2,481","2,501","2,960"
자본총계,980,"1,297","2,246","2,529","2,990","3,542","4,264","4,995"
  자본총계(지배),980,"1,297","2,246","2,529","2,990","3,542","4,264","4,995"
  자본총계(비지배),,,,,,,,
자본금,55,86,89,89,90,90,90,90
영업활동현금흐름,286,"1,255","1,160",195,928,968,"1,120",990
투자활동현금흐름,-621,-470,"-1,042",-373,-675,-508,-546,-810
재무활동현금흐름,572,-752,-286,-120,-238,-317,-293,-100
CAPEX,603,473,"1,052",441,389,220,220,
FCF,-317,782,108,-245,539,784,816,595
이자발생부채,"1,678","1,050",830,825,668,,,
영업이익률,2.94,5.90,8.92,4.51,2.37,5.04,6.17,5.78
순이익률,-0.13,4.28,6.67,2.93,3.91,4.61,5.39,5.31
ROE(%),-1.10,26.19,47.71,16.10,14.32,19.50,20.75,18.25
ROA(%),-0.26,7.66,19.48,8.27,8.07,11.30,12.65,11.48
부채비율,295.64,201.49,112.22,79.25,75.78,70.05,58.67,59.26
자본유보율,"1,729.45","1,470.86","2,450.79","2,788.59","3,188.54",,,
EPS(원),-66,"1,767","4,787","2,152","2,206","3,543","4,505","4,701"
PER(배),N/A,7.33,7.89,18.77,26.06,11.18,8.79,8.42
BPS(원),"5,920","7,632","12,735","14,344","16,767","19,859","23,909","28,009"
PBR(배),2.34,1.70,2.96,2.82,3.43,1.99,1.66,1.41
현금DPS(원),173,300,500,500,500,500,500,500
현금배당수익률,1.25,2.32,1.32,1.24,0.87,1.26,1.26,1.26
현금배당성향(%),-321.57,17.10,10.43,22.93,22.56,14.12,11.10,10.64
발행주식수(보통주),"13,497,327","14,165,193","17,863,482","17,863,482","17,973,432",,,
