주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,096","1,017",955,972,970
영업이익,-216,6,-104,-13,-23
영업이익(발표기준),-216,6,-104,-13,-23
세전계속사업이익,"1,947","-1,246",-396,-187,-161
당기순이익,"1,434",-953,-364,-161,-186
  당기순이익(지배),"1,435",-953,-364,-161,-186
  당기순이익(비지배),-1,,0,0,
자산총계,"6,240","3,802","3,404","3,505","3,956"
부채총계,"3,220","1,761","1,743","1,351","1,673"
자본총계,"3,019","2,040","1,660","2,154","2,283"
  자본총계(지배),"3,019","2,040","1,659","2,154","2,283"
  자본총계(비지배),,,1,,
자본금,646,646,646,"1,197","1,313"
영업활동현금흐름,27,39,-23,101,-41
투자활동현금흐름,-386,-118,-51,-420,-30
재무활동현금흐름,102,47,76,412,3
CAPEX,11,15,6,24,59
FCF,16,24,-29,77,-101
이자발생부채,356,386,527,315,223
영업이익률,-19.71,0.56,-10.89,-1.30,-2.38
순이익률,130.78,-93.72,-38.12,-16.57,-19.13
ROE(%),60.32,-37.66,-19.68,-8.46,-8.37
ROA(%),33.84,-18.98,-10.11,-4.66,-4.98
부채비율,106.66,86.31,104.99,62.74,73.29
자본유보율,348.59,194.81,137.55,69.27,58.36
EPS(원),937,-622,-238,-86,-73
PER(배),1.04,N/A,N/A,N/A,N/A
BPS(원),"1,972","1,333","1,084",900,870
PBR(배),0.50,0.64,0.85,0.70,0.93
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"153,111,962","153,111,962","153,111,962","239,359,627","262,592,129"
