주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,725,936,"1,136","1,071","1,543"
영업이익,-71,17,33,14,39
영업이익(발표기준),-60,17,45,61,256
세전계속사업이익,-89,3,32,8,302
당기순이익,-100,-14,-42,-75,226
  당기순이익(지배),-82,-1,-33,-63,219
  당기순이익(비지배),-18,-13,-10,-12,7
자산총계,"1,360","1,468","1,567","1,510","2,231"
부채총계,219,312,449,468,774
자본총계,"1,141","1,155","1,118","1,041","1,457"
  자본총계(지배),958,961,922,893,"1,348"
  자본총계(비지배),183,,196,149,110
자본금,297,297,297,304,323
영업활동현금흐름,-51,91,83,-75,78
투자활동현금흐름,-165,-71,-48,82,-229
재무활동현금흐름,216,26,-44,44,166
CAPEX,22,5,10,9,31
FCF,-73,86,73,-84,47
이자발생부채,85,107,152,127,103
영업이익률,-9.78,1.86,2.91,1.29,2.50
순이익률,-13.78,-1.53,-3.74,-6.97,14.66
ROE(%),-8.20,-0.15,-3.48,-6.94,19.57
ROA(%),-7.71,-1.01,-2.80,-4.86,12.09
부채비율,19.17,27.05,40.16,44.96,53.12
자본유보율,215.15,215.80,204.78,193.56,307.64
EPS(원),-138,-2,-55,-106,347
PER(배),N/A,N/A,N/A,N/A,22.97
BPS(원),"1,623","1,628","1,562","1,487","2,125"
PBR(배),1.23,1.24,0.88,3.40,3.76
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"58,170,704","58,170,704","58,170,704","59,496,045","63,429,410"
