주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,419","1,323","1,405",835,812
영업이익,59,45,100,-221,-220
영업이익(발표기준),59,45,100,-221,-220
세전계속사업이익,2,41,414,-197,-305
당기순이익,-18,14,327,-164,-239
  당기순이익(지배),-17,14,328,-164,-239
  당기순이익(비지배),0,0,0,0,0
자산총계,"2,117","1,959","1,868","1,679","1,688"
부채총계,884,833,546,608,843
자본총계,"1,232","1,127","1,322","1,070",845
  자본총계(지배),"1,228","1,123","1,318","1,067",841
  자본총계(비지배),4,,4,4,4
자본금,138,170,170,170,170
영업활동현금흐름,153,79,150,-243,-127
투자활동현금흐름,-5,132,394,-64,3
재무활동현금흐름,-228,-218,-430,123,224
CAPEX,33,31,80,86,7
FCF,120,47,70,-329,-134
이자발생부채,546,458,162,367,598
영업이익률,4.13,3.44,7.10,-26.48,-27.13
순이익률,-1.25,1.03,23.31,-19.65,-29.50
ROE(%),-1.41,1.17,26.85,-13.74,-25.08
ROA(%),-0.79,0.67,17.11,-9.25,-14.22
부채비율,71.76,73.90,41.32,56.83,99.76
자본유보율,833.44,588.83,720.05,577.98,446.72
EPS(원),-521,446,"11,314","-5,659","-8,263"
PER(배),N/A,64.57,2.41,N/A,N/A
BPS(원),"39,201","40,725","49,555","40,702","32,252"
PBR(배),0.72,0.71,0.55,0.61,0.53
현금DPS(원),635,"1,000","4,700",,
현금배당수익률,2.26,3.47,17.25,,
현금배당성향(%),-113.88,208.67,38.41,-8.02,
발행주식수(보통주),"3,265,735","2,895,569","2,895,569","2,895,569","2,895,569"
